,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,license,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,projectrank_placing,dockerhub_id,docs_url,labels,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url
154,pySBD,nipunsadvilkar/pySBD,nlp,,{},6.0,Rule-based sentence boundary detection.,14,False,pysbd,conda-forge/pysbd,,8668.0,8668.0,https://pypi.org/project/pysbd,5063994.0,5064237.0,https://anaconda.org/conda-forge/pysbd,2021-10-11 20:47:43.928,2025-04-22 14:58:02.377,2025-04-22 14:58:02.377000,14124.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
155,detectron2,facebookresearch/detectron2,image,,{},287.0,Detectron2 is FAIRs next-generation platform for object detection and segmentation.,14,False,detectron2,conda-forge/detectron2,,2646.0,2646.0,https://pypi.org/project/detectron2,,15322.0,https://anaconda.org/conda-forge/detectron2,2020-07-09 13:12:53.248,2026-06-18 17:18:26.312,2026-06-18 17:18:26.312000,1118537.0,9.0,2.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
156,MMDetection,open-mmlab/mmdetection,image,,{},453.0,,14,False,mmdet,,,4136.0,4136.0,https://pypi.org/project/mmdet,490826.0,490826.0,,,,,,,2.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
157,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,{},295.0,,14,False,paddleocr,,,7041.0,7041.0,https://pypi.org/project/paddleocr,2609037.0,2609037.0,,,,,,,2.0,,,['paddle'],,,,,,,,,,,,,,,,,,
158,tesserocr,sirfz/tesserocr,ocr,,{},35.0,"A simple, Pillow-friendly, Python wrapper around tesseract-ocr API using Cython.",14,False,tesserocr,conda-forge/tesserocr,,1470.0,1470.0,https://pypi.org/project/tesserocr,471520.0,476708.0,https://anaconda.org/conda-forge/tesserocr,2020-07-10 15:30:26.694,2025-04-22 14:57:14.353,2025-04-22 14:57:14.353000,378779.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,
159,datashader,holoviz/datashader,data-viz,,{},65.0,Data visualization toolchain based on aggregating into a grid.,14,False,datashader,conda-forge/datashader,,6473.0,6473.0,https://pypi.org/project/datashader,357615.0,384135.0,https://anaconda.org/conda-forge/datashader,2020-05-25 22:22:03.938,2026-05-19 13:17:28.903,2026-05-19 13:17:28.903000,1989022.0,33.0,2.0,,,,,,,,,,,,,,,,,,,,,
160,pyLDAvis,bmabey/pyLDAvis,interpretability,,{},42.0,Python library for interactive topic model visualization.,14,False,pyldavis,conda-forge/pyldavis,,7511.0,7511.0,https://pypi.org/project/pyldavis,119502.0,121267.0,https://anaconda.org/conda-forge/pyldavis,2021-03-22 07:23:59.104,2025-04-22 14:56:51.622,2025-04-22 14:56:51.622000,114749.0,7.0,1.0,,,['jupyter'],,,,,,,,,,,,,,,,,,
161,Captum,pytorch/captum,interpretability,,{},148.0,Model interpretability for PyTorch.,14,False,captum,conda-forge/captum,,3748.0,3748.0,https://pypi.org/project/captum,545606.0,548810.0,https://anaconda.org/conda-forge/captum,2021-12-30 19:59:39.750,2026-04-17 07:52:38.995,2026-04-17 07:52:38.995000,179446.0,5.0,1.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
162,PySAL,pysal/pysal,geospatial-data,,{},82.0,Library of spatial analysis functions.,14,False,pysal,conda-forge/pysal,,1874.0,1874.0,https://pypi.org/project/pysal,129135.0,143863.0,https://anaconda.org/conda-forge/pysal,2020-07-30 10:24:56.727,2026-08-01 14:34:03.251,2026-08-01 14:34:03.251000,1075201.0,25.0,3.0,,,,,,,,,,,,,,,,,,,,,
163,Keras Tuner,keras-team/keras-tuner,hyperopt,,{},61.0,Hypertuner for Keras.,14,False,keras-tuner,conda-forge/keras-tuner,,6280.0,6280.0,https://pypi.org/project/keras-tuner,166722.0,168101.0,https://anaconda.org/conda-forge/keras-tuner,2021-08-02 13:21:10.519,2025-12-30 15:56:03.681,2025-12-30 15:56:03.681000,82743.0,16.0,2.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
164,PyCaret,pycaret/pycaret,ml-experiments,,{},144.0,"PyCaret - An open source, low-code machine learning library in Python.",14,False,pycaret,conda-forge/pycaret,,7965.0,7965.0,https://pypi.org/project/pycaret,425902.0,427262.0,https://anaconda.org/conda-forge/pycaret,2020-08-12 05:38:21.683,2025-04-22 14:57:34.170,2025-04-22 14:57:34.170000,97957.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,
165,OpenAI Gym,openai/gym,reinforcement-learning,,{},385.0,The OpenAI Gym: A toolkit for developing and comparing your reinforcement learning agents.,14,False,gym,conda-forge/gym,MIT,24.0,24.0,https://pypi.org/project/gym,842414.0,848709.0,https://anaconda.org/conda-forge/gym,2020-04-07 21:30:36.220,2025-04-22 14:57:24.136,2025-04-22 14:57:24.136000,478457.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,
166,tslearn,tslearn-team/tslearn,time-series-data,,{},54.0,A machine learning toolkit dedicated to time-series data.,14,False,tslearn,conda-forge/tslearn,,2012.0,2012.0,https://pypi.org/project/tslearn,250654.0,278605.0,https://anaconda.org/conda-forge/tslearn,2020-06-15 20:45:09.304,2026-07-03 08:42:17.384,2026-07-03 08:42:17.384000,2068377.0,30.0,2.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
167,GluonTS,awslabs/gluon-ts,time-series-data,,{},119.0,"GluonTS is a Python toolkit for probabilistic time series modeling, built around Apache MXNet (incubating).",14,False,gluonts,anaconda/gluonts,,1694.0,1694.0,https://pypi.org/project/gluonts,529277.0,529361.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:05.194,2025-12-17 11:42:34.161,2025-12-17 11:42:34.161000,4915.0,6.0,2.0,,,['mxnet'],,,,,,,,,,,,,,,,,,
168,gpustat,wookayin/gpustat,gpu-utilities,,{},17.0,A simple command-line utility for querying and monitoring GPU status.,14,False,gpustat,conda-forge/gpustat,,8233.0,8233.0,https://pypi.org/project/gpustat,1273612.0,1278578.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:02.801,2025-04-22 14:57:03.401,2025-04-22 14:57:03.401000,342696.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,
169,PyCUDA,inducer/pycuda,gpu-utilities,,{},84.0,Python wrapper for CUDA.,14,False,pycuda,conda-forge/pycuda,,4135.0,4135.0,https://pypi.org/project/pycuda,78411.0,100672.0,https://anaconda.org/conda-forge/pycuda,2021-03-24 21:15:24.222,2025-10-27 15:24:05.554,2025-10-27 15:24:05.554000,1446972.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,
170,PyStan,stan-dev/pystan,probabilistics,,{},14.0,"Python interface to Stan, a package for Bayesian inference.",14,False,pystan,conda-forge/pystan,,10632.0,10632.0,https://pypi.org/project/pystan,1284702.0,1334784.0,https://anaconda.org/conda-forge/pystan,2020-08-25 22:10:44.292,2025-04-22 14:56:33.006,2025-04-22 14:56:33.006000,3605926.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,
171,kmodes,nicodv/kmodes,others,,{},22.0,Python implementations of the k-modes and k-prototypes clustering algorithms for clustering categorical data.,14,False,kmodes,conda-forge/kmodes,,3214.0,3214.0,https://pypi.org/project/kmodes,515952.0,517148.0,https://anaconda.org/conda-forge/kmodes,2020-04-04 05:32:53.353,2025-04-22 14:57:23.933,2025-04-22 14:57:23.933000,90946.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,
172,pyjanitor,pyjanitor-devs/pyjanitor,others,,{},125.0,Tools for cleaning pandas DataFrames.,14,False,pyjanitor,conda-forge/pyjanitor,,1020.0,1020.0,https://pypi.org/project/pyjanitor,279792.0,285235.0,https://anaconda.org/conda-forge/pyjanitor,2020-05-18 15:23:06.586,2026-08-17 20:57:54.500,2026-08-17 20:57:54.500000,408285.0,79.0,2.0,,,,,,,,,,,,,,,,,,,,,
173,River,online-ml/river,others,,{},148.0,Online machine learning in Python.,14,False,river,conda-forge/river,,914.0,914.0,https://pypi.org/project/river,237650.0,240323.0,https://anaconda.org/conda-forge/river,2021-04-19 20:23:28.936,2026-08-21 20:07:57.737,2026-08-21 20:07:57.737000,171102.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,
174,PennyLane,PennyLaneAI/PennyLane,others,,{},229.0,PennyLane is a Python quantum machine learning library by Xanadu Inc.,14,False,pennylane,conda-forge/pennylane,,2174.0,2174.0,https://pypi.org/project/pennylane,311293.0,319203.0,https://anaconda.org/conda-forge/pennylane,2021-11-24 17:17:59.313,2025-04-22 14:58:05.852,2025-04-22 14:58:05.852000,450905.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,
175,pyopencl,inducer/pyopencl,others,,{},101.0,Python wrapper for OpenCL.,14,False,pyopencl,conda-forge/pyopencl,,2489.0,2489.0,https://pypi.org/project/pyopencl,154674.0,199826.0,https://anaconda.org/conda-forge/pyopencl,2020-06-19 21:01:18.326,2026-08-23 15:45:36.033,2026-08-23 15:45:36.033000,3341282.0,74.0,2.0,,,,,,,,,,,,,,,,,,,,,
176,Datasette,simonw/datasette,others,,{},95.0,An open source multi-tool for exploring and publishing data.,14,False,datasette,conda-forge/datasette,,1824.0,1824.0,https://pypi.org/project/datasette,189087.0,190540.0,https://anaconda.org/conda-forge/datasette,2021-04-21 16:46:59.352,2026-08-09 22:33:07.062,2026-08-09 22:33:07.062000,93017.0,33.0,2.0,,,,,,,,,,,,,,datasette,,,,,,,
177,dtreeviz,parrt/dtreeviz,interpretability,,{},29.0,A python library for decision tree visualization and model interpretation.,14,False,dtreeviz,conda-forge/dtreeviz,,1633.0,1633.0,https://pypi.org/project/dtreeviz,66002.0,68079.0,https://anaconda.org/conda-forge/dtreeviz,2020-11-11 13:07:21.019,2026-07-23 07:45:21.686,2026-07-23 07:45:21.686000,143340.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,
178,SALib,SALib/SALib,probabilistics,,{},58.0,Sensitivity Analysis Library.,14,False,salib,conda-forge/salib,,1796.0,1796.0,https://pypi.org/project/salib,618326.0,626088.0,https://anaconda.org/conda-forge/salib,2020-10-24 17:04:38.048,2025-10-12 03:01:28.233,2025-10-12 03:01:28.233000,543368.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,
179,pingouin,raphaelvallat/pingouin,probabilistics,,{},50.0,Pingouin is an open-source statistical package written in Python 3 and based mostly on Pandas and NumPy.,14,False,pingouin,conda-forge/pingouin,,3583.0,3583.0,https://pypi.org/project/pingouin,553514.0,556730.0,https://anaconda.org/conda-forge/pingouin,2020-06-15 06:04:02.429,2026-03-28 17:04:20.161,2026-03-28 17:04:20.161000,238023.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,
180,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,{},13.0,CRFsuite (python-crfsuite) wrapper which provides interface simlar to scikit-learn.,14,False,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,8693.0,8693.0,https://pypi.org/project/sklearn-crfsuite,610367.0,615373.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2025-11-05 12:36:02.570,2025-11-05 12:36:05.778,2025-11-05 12:36:05.778000,45058.0,2.0,2.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
181,findspark,minrk/findspark,others,,{},16.0,Find pyspark to make it importable.,14,False,findspark,conda-forge/findspark,,5692.0,5692.0,https://pypi.org/project/findspark,2471024.0,2492837.0,https://anaconda.org/conda-forge/findspark,2022-01-19 10:22:15.304,2025-04-22 14:56:24.321,2025-04-22 14:56:24.321000,1199761.0,6.0,2.0,,,['spark'],,,,,,,,,,,,,,,,,,
182,snowballstemmer,snowballstem/snowball,nlp,,{},47.0,Snowball stemming library collection for Python.,14,False,snowballstemmer,conda-forge/snowballstemmer,,12.0,12.0,https://pypi.org/project/snowballstemmer,33738364.0,33933956.0,https://anaconda.org/conda-forge/snowballstemmer,2021-01-21 23:16:53.088,2026-06-03 06:30:30.707,2026-06-03 06:30:30.707000,13104683.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,
183,Coqui TTS,coqui-ai/TTS,audio,,{},166.0,Deep learning for Text to Speech by Coqui.,14,False,tts,conda-forge/tts,,3802.0,3802.0,https://pypi.org/project/tts,95341.0,96010.0,https://anaconda.org/conda-forge/tts,2021-10-18 17:44:58.974,2025-04-22 14:58:02.848,2025-04-22 14:58:02.848000,38837.0,4.0,1.0,,,"['pytorch', 'tensorflow']",,,,,,,,,,,,,,,,,,
184,speechbrain,speechbrain/speechbrain,audio,,{},283.0,,14,False,speechbrain,,,4394.0,4394.0,https://pypi.org/project/speechbrain,1559897.0,1559897.0,,,,,,,1.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
185,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,{},366.0,"Client library to download and publish models, datasets and other repos on the huggingface.co hub.",14,False,huggingface_hub,conda-forge/huggingface_hub,,,,https://pypi.org/project/huggingface_hub,499074281.0,499180839.0,https://anaconda.org/conda-forge/huggingface_hub,2021-02-12 21:11:22.751,2026-08-27 14:54:23.611,2026-08-27 14:54:23.611000,7032852.0,171.0,2.0,,,,,,,,,,,,,,,,,,,,,
186,sahi,obss/sahi,image,,{},80.0,A vision library for performing sliced inference on large images/small objects.,14,False,sahi,conda-forge/sahi,,1985.0,1985.0,https://pypi.org/project/sahi,253628.0,256417.0,https://anaconda.org/conda-forge/sahi,2021-10-08 17:03:02.074,2026-08-18 02:17:21.223,2026-08-18 02:17:21.223000,161816.0,75.0,2.0,,,,,,,,,,,,,,,,,,,,,
187,scikit-survival,sebp/scikit-survival,sklearn-utils,,{},26.0,Survival analysis built on top of scikit-learn.,14,False,scikit-survival,conda-forge/scikit-survival,,1031.0,1031.0,https://pypi.org/project/scikit-survival,246320.0,253231.0,https://anaconda.org/conda-forge/scikit-survival,2021-11-09 12:11:50.632,2026-07-05 12:16:19.854,2026-07-05 12:16:19.854000,393960.0,19.0,2.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
188,emcee,dfm/emcee,probabilistics,,{},78.0,The Python ensemble sampling toolkit for MCMC.,14,False,emcee,conda-forge/emcee,,3449.0,3449.0,https://pypi.org/project/emcee,1309875.0,1323344.0,https://anaconda.org/conda-forge/emcee,2021-06-27 13:53:55.745,2025-04-22 14:56:23.732,2025-04-22 14:56:23.732000,835122.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,
189,LightGBM,microsoft/LightGBM,ml-frameworks,,{},351.0,LightGBM is a gradient boosting framework that uses tree based learning algorithms.,13,False,lightgbm,conda-forge/lightgbm,,175.0,175.0,https://pypi.org/project/lightgbm,,77972.0,https://anaconda.org/conda-forge/lightgbm,2020-09-01 12:55:08.262,2026-07-20 03:34:31.957,2026-07-20 03:34:31.957000,5536048.0,32.0,2.0,,,,,,,,,-30.0,,,,,,,,,,,,
190,textacy,chartbeat-labs/textacy,nlp,,{},35.0,"NLP, before and after spaCy.",13,False,textacy,conda-forge/textacy,,2090.0,2090.0,https://pypi.org/project/textacy,104695.0,107473.0,https://anaconda.org/conda-forge/textacy,2017-05-12 21:55:59.675,2025-04-22 14:56:36.813,2025-04-22 14:56:36.813000,308389.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,
191,spacy-transformers,explosion/spacy-transformers,nlp,,{},24.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",13,False,spacy-transformers,conda-forge/spacy-transformers,,2424.0,2424.0,https://pypi.org/project/spacy-transformers,274949.0,278272.0,https://anaconda.org/conda-forge/spacy-transformers,2021-11-18 17:41:04.018,2026-03-24 13:10:30.640,2026-03-24 13:10:30.640000,189413.0,22.0,2.0,,,['spacy'],,,,,,,,,,,,,,,,,,
192,Face Recognition,ageitgey/face_recognition,image,,{},55.0,Recognize faces from Python or from the command line.,13,False,face_recognition,conda-forge/face_recognition,,5675.0,5675.0,https://pypi.org/project/face_recognition,183607.0,184248.0,https://anaconda.org/conda-forge/face_recognition,2020-09-14 16:50:56.246,2025-04-22 14:57:35.730,2025-04-22 14:57:35.730000,45561.0,1.0,2.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
193,InsightFace,deepinsight/insightface,image,,{},67.0,,13,False,insightface,,,5333.0,5333.0,https://pypi.org/project/insightface,1074730.0,1074730.0,,,,,,,2.0,,,['mxnet'],,,,,,,,,,,,,,,,,,
194,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,{},14.0,Visualizing large time series with plotly.,13,False,plotly-resampler,conda-forge/plotly-resampler,,2102.0,2102.0,https://pypi.org/project/plotly-resampler,477857.0,481266.0,https://anaconda.org/conda-forge/plotly-resampler,2022-01-13 19:12:38.352,2025-10-09 21:44:53.402,2025-10-09 21:44:53.402000,187540.0,23.0,2.0,,,,,,,,,,,,,,,,,,,,,
195,Perspective,finos/perspective,data-viz,,{},104.0,Streaming pivot visualization via WebAssembly.,13,False,perspective-python,conda-forge/perspective,,215.0,215.0,https://pypi.org/project/perspective-python,39521.0,81502.0,https://anaconda.org/conda-forge/perspective,2020-06-07 15:10:08.248,2026-08-23 18:44:06.284,2026-08-23 18:44:06.284000,3055022.0,90.0,2.0,,,['jupyter'],,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,697.0,,,,,,,,,
196,pyecharts,pyecharts/pyecharts,data-viz,,{},45.0,,13,False,pyecharts,,,5699.0,5699.0,https://pypi.org/project/pyecharts,1087188.0,1087188.0,,,,,,,2.0,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],,,,,,,,,,,,,,,,,,
197,scikit-plot,reiinakano/scikit-plot,interpretability,,{},13.0,An intuitive library to add plotting functionality to scikit-learn objects.,13,False,scikit-plot,conda-forge/scikit-plot,,6606.0,6606.0,https://pypi.org/project/scikit-plot,427433.0,432764.0,https://anaconda.org/conda-forge/scikit-plot,2017-07-28 13:12:37.676,2025-04-22 14:56:38.875,2025-04-22 14:56:38.875000,581180.0,6.0,2.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
198,dgl,dmlc/dgl,graph,,{},298.0,,13,False,dgl,,,4267.0,4267.0,https://pypi.org/project/dgl,136817.0,136817.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
199,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,{},58.0,,13,False,bayesian-optimization,,,4241.0,4241.0,https://pypi.org/project/bayesian-optimization,610737.0,610737.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
200,nevergrad,facebookresearch/nevergrad,hyperopt,,{},59.0,A Python toolbox for performing gradient-free optimization.,13,False,nevergrad,conda-forge/nevergrad,,1255.0,1255.0,https://pypi.org/project/nevergrad,342532.0,343558.0,https://anaconda.org/conda-forge/nevergrad,2020-05-26 12:59:59.482,2025-04-22 14:57:24.222,2025-04-22 14:57:24.222000,76950.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,
201,featuretools,alteryx/featuretools,hyperopt,,{},75.0,a framework for automated feature engineering.,13,False,featuretools,conda-forge/featuretools,,2169.0,2169.0,https://pypi.org/project/featuretools,142763.0,147069.0,https://anaconda.org/conda-forge/featuretools,2020-06-04 23:17:05.307,2025-04-22 14:56:57.460,2025-04-22 14:56:57.460000,318715.0,77.0,2.0,,,,,,,,,,,,,,,,,,,,,
202,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,{},59.0,Neptune Client.,13,False,neptune-client,conda-forge/neptune-client,,983.0,983.0,https://pypi.org/project/neptune-client,55826.0,61999.0,https://anaconda.org/conda-forge/neptune-client,2020-05-20 10:42:43.652,2025-04-22 14:57:20.407,2025-04-22 14:57:20.407000,462985.0,132.0,2.0,,,,,,,,,,,,,,,,,,,,,
203,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,{},44.0,Biosignals classification with Riemannian Geometry.,13,False,pyriemann,conda-forge/pyriemann,,517.0,517.0,https://pypi.org/project/pyriemann,66884.0,67385.0,https://anaconda.org/conda-forge/pyriemann,2022-06-08 12:07:57.776,2026-07-21 00:00:13.884,2026-07-21 00:00:13.884000,25056.0,11.0,2.0,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],,,,,,,,,,,,,,,,,,
204,dask-ml,dask/dask-ml,distributed-ml,,{},82.0,Distributed and parallel machine learning using dask.,13,False,dask-ml,conda-forge/dask-ml,,1356.0,1356.0,https://pypi.org/project/dask-ml,77337.0,95454.0,https://anaconda.org/conda-forge/dask-ml,2020-05-26 20:29:09.888,2025-04-22 14:56:42.913,2025-04-22 14:56:42.913000,1358784.0,31.0,2.0,,,,,,,,,,,,,,,,,,,,,
205,implicit,benfred/implicit,recommender-systems,,{},37.0,Fast Python Collaborative Filtering for Implicit Datasets.,13,False,implicit,conda-forge/implicit,,2023.0,2023.0,https://pypi.org/project/implicit,325467.0,354636.0,https://anaconda.org/conda-forge/implicit,2020-09-15 03:41:22.783,2026-05-14 22:07:46.291,2026-05-14 22:07:46.291000,2071040.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,
206,SpeechRecognition,Uberi/speech_recognition,audio,,{},62.0,"Library for performing speech recognition, with support for several engines and APIs, online and offline.",13,False,SpeechRecognition,conda-forge/speechrecognition,,24.0,24.0,https://pypi.org/project/SpeechRecognition,9210366.0,9219058.0,https://anaconda.org/conda-forge/speechrecognition,2020-08-20 04:16:29.624,2026-06-17 03:46:16.860,2026-06-17 03:46:16.860000,625834.0,27.0,2.0,,,,,,,,,,,,,,,,,,,,,
207,Opacus,pytorch/opacus,privacy-ml,,{},91.0,Train PyTorch models with Differential Privacy.,13,False,opacus,conda-forge/opacus,,1296.0,1296.0,https://pypi.org/project/opacus,167522.0,168202.0,https://anaconda.org/conda-forge/opacus,2022-01-11 20:35:33.574,2026-05-05 21:02:34.391,2026-05-05 21:02:34.391000,37440.0,12.0,1.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
208,Apex,NVIDIA/apex,gpu-utilities,,{},140.0,a Pytorch extension with NVIDIA-maintained utilities to streamline mixed precision and distributed training.,13,False,,conda-forge/nvidia-apex,,3372.0,3372.0,,,11063.0,https://anaconda.org/conda-forge/nvidia-apex,2020-10-08 01:21:09.615,2026-06-17 09:19:03.496,2026-06-17 09:19:03.496000,774446.0,5.0,2.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
209,pgmpy,pgmpy/pgmpy,probabilistics,,{},240.0,,13,False,pgmpy,,,1809.0,1809.0,https://pypi.org/project/pgmpy,765843.0,765843.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
210,tensorly,tensorly/tensorly,others,,{},76.0,Tensor learning in Python.,13,False,tensorly,conda-forge/tensorly,,1237.0,1237.0,https://pypi.org/project/tensorly,85983.0,91775.0,https://anaconda.org/conda-forge/tensorly,2020-10-20 14:38:35.389,2025-04-22 14:56:50.737,2025-04-22 14:56:50.737000,405488.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,
211,mtcnn,ipazc/mtcnn,image,,{},18.0,"Multi-task Cascaded Convolutional Neural Networks for Face Detection, based on TensorFlow.",13,False,mtcnn,conda-forge/mtcnn,,9309.0,9309.0,https://pypi.org/project/mtcnn,247697.0,247923.0,https://anaconda.org/conda-forge/mtcnn,2020-02-12 16:05:06.484,2025-04-22 14:57:21.393,2025-04-22 14:57:21.393000,17645.0,2.0,2.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
212,ogb,snap-stanford/ogb,graph,,{},32.0,Open Graph Benchmark.,13,False,ogb,conda-forge/ogb,,2797.0,2797.0,https://pypi.org/project/ogb,91087.0,92209.0,https://anaconda.org/conda-forge/ogb,2020-09-02 17:22:47.382,2025-04-22 14:57:35.121,2025-04-22 14:57:35.121000,79720.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,
213,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,{},111.0,Timeseries forecasting with PyTorch.,13,False,pytorch-forecasting,conda-forge/pytorch-forecasting,,711.0,711.0,https://pypi.org/project/pytorch-forecasting,312706.0,314209.0,https://anaconda.org/conda-forge/pytorch-forecasting,2020-09-14 11:56:00.946,2026-06-25 08:25:03.077,2026-06-25 08:25:03.077000,106747.0,32.0,2.0,,,,,,,,,,,,,,,,,,,,,
214,tinytag,devsnd/tinytag,audio,,{},28.0,,13,False,tinytag,,,2008.0,2008.0,https://pypi.org/project/tinytag,5090392.0,5090392.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
215,mahotas,luispedro/mahotas,image,,{},35.0,Mahotas: Computer Vision Library.,13,False,mahotas,conda-forge/mahotas,,1591.0,1591.0,https://pypi.org/project/mahotas,64458.0,82531.0,https://anaconda.org/conda-forge/mahotas,2020-06-12 13:41:17.109,2025-10-21 21:07:30.102,2025-10-21 21:07:30.102000,1337449.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,
216,vaderSentiment,cjhutto/vaderSentiment,nlp,,{},13.0,VADER Sentiment Analysis.,13,False,vadersentiment,conda-forge/vadersentiment,,13554.0,13554.0,https://pypi.org/project/vadersentiment,1195236.0,1195575.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:40:59.977,2025-04-22 14:57:49.044,2025-04-22 14:57:49.044000,22072.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
217,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,{},19.0,Statistical post-hoc analysis and outlier detection algorithms.,13,False,scikit-posthocs,conda-forge/scikit-posthocs,,1287.0,1287.0,https://pypi.org/project/scikit-posthocs,137369.0,154563.0,https://anaconda.org/conda-forge/scikit-posthocs,2020-10-13 01:11:10.773,2026-08-23 17:59:22.209,2026-08-23 17:59:22.209000,1203605.0,16.0,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
218,aim,aimhubio/aim,ml-experiments,,{},82.0,"A super-easy way to record, search and compare 1000s of ML training runs.",13,False,aim,conda-forge/aim,,1239.0,1239.0,https://pypi.org/project/aim,102949.0,106009.0,https://anaconda.org/conda-forge/aim,2021-07-07 13:38:09.942,2026-02-02 15:43:00.878,2026-02-02 15:43:00.878000,186689.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,
219,bambi,bambinos/bambi,probabilistics,,{},55.0,BAyesian Model Building Interface in Python.,13,False,bambi,conda-forge/bambi,,253.0,253.0,https://pypi.org/project/bambi,82477.0,83587.0,https://anaconda.org/conda-forge/bambi,2020-12-17 13:09:13.632,2026-08-10 16:11:42.596,2026-08-10 16:11:42.596000,75512.0,25.0,3.0,,,,,,,,,,,,,,,,,,,,,
220,D-Tale,man-group/dtale,data-viz,,{},33.0,D-Tale is the combination of a Flask back-end and a React front-end to bring you an easy way to view & analyze Pandas..,13,False,dtale,conda-forge/dtale,LGPL-2.1,1538.0,1538.0,https://pypi.org/project/dtale,48803.0,56792.0,https://anaconda.org/conda-forge/dtale,2020-05-31 14:48:59.449,2026-04-01 13:43:46.846,2026-04-01 13:43:46.846000,599226.0,160.0,2.0,,,"['pandas', 'jupyter']",,,,,,,,,,,,,,,,,,
221,deepface,serengil/deepface,image,,{},101.0,,13,False,deepface,,,8733.0,8733.0,https://pypi.org/project/deepface,455744.0,455744.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
