,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,license,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,projectrank_placing,dockerhub_id,docs_url,labels,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url
568,garage,rlworkgroup/garage,reinforcement-learning,,{},80.0,,6,False,garage,,,124.0,124.0,https://pypi.org/project/garage,1012.0,1012.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
569,DeepVariant,google/deepvariant,medical-data,,{},44.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,6,False,,bioconda/deepvariant,,4.0,4.0,,,847.0,https://anaconda.org/bioconda/deepvariant,2018-01-02 11:31:01.469,2026-03-06 20:45:38.817,2026-03-06 20:45:38.817000,87307.0,18.0,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
570,horovod,horovod/horovod,distributed-ml,,{},179.0,,6,False,horovod,,,,,https://pypi.org/project/horovod,35766.0,35766.0,,,,,,,3.0,,,,,,,,,,,,,stable/horovod,,,,,,,,
571,Elephas,maxpumperla/elephas,distributed-ml,,{},28.0,Deep learning on Spark with Keras.,6,False,elephas,conda-forge/elephas,,,,https://pypi.org/project/elephas,1635.0,1892.0,https://anaconda.org/conda-forge/elephas,2019-08-19 17:33:26.070,2025-04-22 14:57:10.644,2025-04-22 14:57:10.644000,21649.0,4.0,3.0,,,"['keras', 'spark']",,,,,,,,,,,,,,,,,,
572,tick,X-DataInitiative/tick,time-series-data,,{},22.0,,6,False,tick,,,97.0,97.0,https://pypi.org/project/tick,1011.0,1011.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
573,luminol,linkedin/luminol,time-series-data,,{},9.0,,6,False,luminol,,,88.0,88.0,https://pypi.org/project/luminol,2050.0,2050.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
574,TF Recommenders,tensorflow/recommenders,recommender-systems,,{},47.0,,6,False,tensorflow-recommenders,,,,,https://pypi.org/project/tensorflow-recommenders,191704.0,191704.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
575,Julius,adefossez/julius,audio,,{},3.0,,6,False,julius,,,,,https://pypi.org/project/julius,3010837.0,3010837.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
576,mmdnn,Microsoft/MMdnn,model-serialisation,,{},86.0,,6,False,mmdnn,,,166.0,166.0,https://pypi.org/project/mmdnn,162.0,162.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
577,PySyft,OpenMined/PySyft,privacy-ml,,{},524.0,,6,False,syft,,,1.0,1.0,https://pypi.org/project/syft,12250.0,12250.0,,,,,,,2.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
578,cuGraph,rapidsai/cugraph,gpu-utilities,,{},134.0,GPU accelerated graph algorithms.,6,False,cugraph,conda-forge/libcugraph,,,,https://pypi.org/project/cugraph,1935.0,3120.0,https://anaconda.org/conda-forge/libcugraph,2021-04-21 14:35:45.489,2025-04-22 14:57:50.593,2025-04-22 14:57:50.593000,75873.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
579,Adversary,airbnb/artificial-adversary,adversarial,,{},5.0,Command line application for generating static images of interactive plotly charts.,6,False,Adversary,conda-forge/artificial-adversary,,14.0,14.0,https://pypi.org/project/Adversary,207.0,357.0,https://anaconda.org/conda-forge/artificial-adversary,2020-07-24 16:51:55.895,2025-04-22 14:57:32.689,2025-04-22 14:57:32.689000,10999.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
580,TensorFlow I/O,tensorflow/io,tensorflow-utils,,{},116.0,,6,False,tensorflow-io,,,,,https://pypi.org/project/tensorflow-io,316611.0,316611.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
581,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,{},32.0,,6,False,tensorflow-transform,,,,,https://pypi.org/project/tensorflow-transform,120573.0,120573.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
582,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,{},90.0,,6,False,tensorflow-model-optimization,,,,,https://pypi.org/project/tensorflow-model-optimization,99473.0,99473.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
583,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,{},17.0,"lightning is a library for large-scale linear classification, regression and ranking in Python.",6,False,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,,https://pypi.org/project/sklearn-contrib-lightning,1262.0,8671.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2016-07-03 15:38:42.846,2025-04-22 14:56:24.858,2025-04-22 14:56:24.858000,896560.0,4.0,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
584,mlens,flennerhag/mlens,others,,{},7.0,,6,False,mlens,,,526.0,526.0,https://pypi.org/project/mlens,536.0,536.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
585,AstroML,astroML/astroML,others,,{},31.0,Tools for machine learning and data mining in Astronomy.,6,False,astroML,conda-forge/astroml,,,,https://pypi.org/project/astroML,1949.0,4508.0,https://anaconda.org/conda-forge/astroml,2022-01-26 16:44:05.669,2025-04-22 14:56:39.232,2025-04-22 14:56:39.232000,140746.0,6.0,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
586,Trax,google/trax,others,,{},82.0,,6,False,trax,,,24.0,24.0,https://pypi.org/project/trax,1871.0,1871.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
587,PDPbox,SauceCat/PDPbox,data-viz,,{},7.0,Python partial dependence plot toolbox.,6,False,pdpbox,conda-forge/pdpbox,,,,https://pypi.org/project/pdpbox,9782.0,10210.0,https://anaconda.org/conda-forge/pdpbox,2021-03-14 19:37:47.253,2025-04-22 14:57:08.147,2025-04-22 14:57:08.147000,27858.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
588,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,{},24.0,,6,False,efficientnet-pytorch,,,1.0,1.0,https://pypi.org/project/efficientnet-pytorch,175917.0,175917.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
589,Sematch,gsi-upm/sematch,graph,,{},10.0,,6,False,sematch,,Apache-2.0,50.0,50.0,https://pypi.org/project/sematch,78.0,78.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
590,data-validation,tensorflow/data-validation,data-viz,,{},32.0,,6,False,tensorflow-data-validation,,,,,https://pypi.org/project/tensorflow-data-validation,102485.0,102485.0,,,,,,,3.0,,,"['tensorflow', 'jupyter']",,,,,,,,,,,,,,,,,,
591,CellProfiler,CellProfiler/CellProfiler,image,,{},147.0,,6,False,cellprofiler,,,28.0,28.0,https://pypi.org/project/cellprofiler,8103.0,8103.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
592,hiddenlayer,waleedka/hiddenlayer,ml-experiments,,{},6.0,,6,False,hiddenlayer,,,379.0,379.0,https://pypi.org/project/hiddenlayer,997.0,997.0,,,,,,,3.0,,,"['pytorch', 'tensorflow', 'jupyter']",,,,,,,,,,,,,,,,,,
593,pydlm,wwrechard/pydlm,time-series-data,,{},7.0,,6,False,pydlm,,,41.0,41.0,https://pypi.org/project/pydlm,57031.0,57031.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
594,sklearn-deap,rsteca/sklearn-deap,hyperopt,,{},23.0,,6,False,sklearn-deap,,,51.0,51.0,https://pypi.org/project/sklearn-deap,246.0,246.0,,,,,,,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
595,deeplift,kundajelab/deeplift,interpretability,,{},11.0,,6,False,deeplift,,,117.0,117.0,https://pypi.org/project/deeplift,1788.0,1788.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
596,scikit-rebate,EpistasisLab/scikit-rebate,others,,{},14.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",6,False,skrebate,conda-forge/skrebate,,,,https://pypi.org/project/skrebate,8912.0,9641.0,https://anaconda.org/conda-forge/skrebate,2020-07-18 20:00:41.143,2025-04-22 14:56:45.026,2025-04-22 14:56:45.026000,53286.0,5.0,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
597,celer,mathurinm/celer,sklearn-utils,,{},15.0,,6,False,celer,,,57.0,57.0,https://pypi.org/project/celer,2960.0,2960.0,,,,,,,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
598,opyrator,ml-tooling/opyrator,others,,{},4.0,Turn python functions into microservices.,6,False,opyrator,conda-forge/opyrator,,62.0,62.0,https://pypi.org/project/opyrator,126.0,204.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:01.309,2025-04-22 14:58:08.330,2025-04-22 14:58:08.330000,4295.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
599,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,{},16.0,,6,False,hyperactive,,,52.0,52.0,https://pypi.org/project/hyperactive,3781.0,3781.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
600,english-words,dwyl/english-words,nlp,,{},34.0,,6,False,english-words,,,,,https://pypi.org/project/english-words,132923.0,132923.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
601,textaugment,dsfsi/textaugment,nlp,,{},10.0,,6,False,textaugment,,,185.0,185.0,https://pypi.org/project/textaugment,1313.0,1313.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
602,madgrad,facebookresearch/madgrad,pytorch-utils,,{},3.0,,6,False,madgrad,,,111.0,111.0,https://pypi.org/project/madgrad,2934.0,2934.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
603,miceforest,AnotherSamWilson/miceforest,tabular,,{},9.0,Fast multiple imputation with random forests.,6,False,miceforest,conda-forge/miceforest,,,,https://pypi.org/project/miceforest,31811.0,32242.0,https://anaconda.org/conda-forge/miceforest,2021-07-23 19:20:49.403,2025-04-22 14:57:57.911,2025-04-22 14:57:57.911000,26349.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,
604,upgini,upgini/upgini,tabular,,{},13.0,,6,False,upgini,,,11.0,11.0,https://pypi.org/project/upgini,12039.0,12039.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
605,happy-transformer,EricFillion/happy-transformer,nlp,,{},14.0,,6,False,happytransformer,,,336.0,336.0,https://pypi.org/project/happytransformer,1059.0,1059.0,,,,,,,3.0,,,['huggingface'],,,,,,,,,,,,,,,,,,
606,OpenPrompt,thunlp/OpenPrompt,nlp,,{},24.0,,6,False,openprompt,,,181.0,181.0,https://pypi.org/project/openprompt,532.0,532.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
607,NeuralProphet,ourownstory/neural_prophet,time-series-data,,{},57.0,,6,False,neuralprophet,,,,,https://pypi.org/project/neuralprophet,94118.0,94118.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
608,vegafusion,vegafusion/vegafusion,data-viz,,{},7.0,Server-side acceleration for the Vega visualization grammar.,6,False,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,https://pypi.org/project/vegafusion-jupyter,787.0,14281.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2022-03-05 16:45:20.250,2025-10-27 16:33:07.200,2025-10-27 16:33:07.200000,705349.0,46.0,3.0,,,,,,,,,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,186.0,,,,,,,,,
609,ColossalAI,hpcaitech/colossalai,distributed-ml,,{},199.0,,6,False,,,,558.0,558.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
610,ffcv,libffcv/ffcv,image,,{},31.0,,6,False,ffcv,,,78.0,78.0,https://pypi.org/project/ffcv,460.0,460.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
611,promptsource,bigscience-workshop/promptsource,nlp,,{},65.0,,6,False,promptsource,,,130.0,130.0,https://pypi.org/project/promptsource,234.0,234.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
612,small-text,webis-de/small-text,nlp,,{},10.0,Active Learning for Text Classification in Python.,6,False,small-text,conda-forge/small-text,,35.0,35.0,https://pypi.org/project/small-text,530.0,1078.0,https://anaconda.org/conda-forge/small-text,2022-07-04 12:50:35.173,2026-05-23 20:05:20.701,2026-05-23 20:05:20.701000,26860.0,15.0,3.0,,,"['sklearn', 'pytorch']",,,,,,,,,,,,,,,,,,
613,UForm,unum-cloud/uform,nlp,,{},24.0,,6,False,uform,,,40.0,40.0,https://pypi.org/project/uform,6597.0,6597.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
614,CometML,comet-ml/examples,ml-experiments,,{},,,6,False,comet_ml,comet_ml,,,,https://pypi.org/project/comet_ml,655560.0,655560.0,https://anaconda.org/anaconda/comet_ml,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
615,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,{},14.0,,5,False,torchbearer,,,104.0,104.0,https://pypi.org/project/torchbearer,680.0,680.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
616,Neural Tangents,google/neural-tangents,ml-frameworks,,{},30.0,,5,False,neural-tangents,,Apache-2.0,,,https://pypi.org/project/neural-tangents,1050.0,1050.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
617,GluonNLP,dmlc/gluon-nlp,nlp,,{},88.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",5,False,gluonnlp,,,,,https://pypi.org/project/gluonnlp,28698.0,28698.0,,,,,,,3.0,,,['mxnet'],,,,,,,,,,,,,,,,,,
618,Snips NLU,snipsco/snips-nlu,nlp,,{},22.0,,5,False,snips-nlu,,,,,https://pypi.org/project/snips-nlu,8545.0,8545.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
619,Kashgari,BrikerMan/Kashgari,nlp,,{},21.0,,5,False,kashgari-tf,,,73.0,73.0,https://pypi.org/project/kashgari-tf,43.0,43.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
620,T5,google-research/text-to-text-transfer-transformer,nlp,,{},63.0,,5,False,t5,,,,,https://pypi.org/project/t5,14263.0,14263.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
621,Texar,asyml/texar,nlp,,{},44.0,,5,False,texar,,,30.0,30.0,https://pypi.org/project/texar,172.0,172.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
622,Classy Vision,facebookresearch/ClassyVision,image,,{},77.0,An end-to-end PyTorch framework for image and video classification.,5,False,classy_vision,conda-forge/classy_vision,,,,https://pypi.org/project/classy_vision,503.0,1054.0,https://anaconda.org/conda-forge/classy_vision,2020-01-12 08:19:26.971,2025-04-22 14:57:19.815,2025-04-22 14:57:19.815000,43595.0,5.0,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
623,Torch Points 3D,nicolas-chaulet/torch-points3d,image,,{},30.0,,5,False,torch-points3d,,BSD-3-Clause,,,https://pypi.org/project/torch-points3d,218.0,218.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
624,Luminoth,tryolabs/luminoth,image,,{},15.0,,5,False,luminoth,,,69.0,69.0,https://pypi.org/project/luminoth,299.0,299.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
625,Model Analysis,tensorflow/model-analysis,interpretability,,{},61.0,,5,False,tensorflow-model-analysis,,,,,https://pypi.org/project/tensorflow-model-analysis,27769.0,27769.0,,,,,,,3.0,,,"['tensorflow', 'jupyter']",,,,,,,,,,,,,,,,,,
626,Skater,oracle/Skater,interpretability,,{},,Python Library for Model Agnostic Interpretation.,5,False,skater,conda-forge/skater,,,,https://pypi.org/project/skater,126.0,3734.0,https://anaconda.org/conda-forge/skater,2020-07-05 18:35:27.012,2025-11-03 16:10:36.918,2025-11-03 16:10:36.918000,263392.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
627,XAI,EthicalML/xai,interpretability,,{},3.0,,5,False,xai,,,45.0,45.0,https://pypi.org/project/xai,1037.0,1037.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
628,DiCE,interpretml/DiCE,interpretability,,{},23.0,,5,False,dice-ml,,,,,https://pypi.org/project/dice-ml,39564.0,39564.0,,,,,,,3.0,,,"['tensorflow', 'pytorch']",,,,,,,,,,,,,,,,,,
629,DeepWalk,phanein/deepwalk,graph,,{},10.0,,5,False,deepwalk,,,82.0,82.0,https://pypi.org/project/deepwalk,276.0,276.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
630,Mapbox GL,mapbox/mapboxgl-jupyter,geospatial-data,,{},23.0,,5,False,mapboxgl,,,,,https://pypi.org/project/mapboxgl,8565.0,8565.0,,,,,,,3.0,,,['jupyter'],,,,,,,,,,,,,,,,,,
631,Enigma Catalyst,scrtlabs/catalyst,financial-data,,{},152.0,,5,False,enigma-catalyst,,,29.0,29.0,https://pypi.org/project/enigma-catalyst,95.0,95.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
632,TensorWatch,microsoft/tensorwatch,ml-experiments,,{},15.0,,5,False,tensorwatch,,,172.0,172.0,https://pypi.org/project/tensorwatch,337.0,337.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
633,TNT,pytorch/tnt,ml-experiments,,{},164.0,,5,False,torchnet,,,,,https://pypi.org/project/torchnet,4093.0,4093.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
634,TF-Agents,tensorflow/agents,reinforcement-learning,,{},155.0,,5,False,tf-agents,,,,,https://pypi.org/project/tf-agents,6730.0,6730.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
635,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,{},191.0,,5,False,reagent,,BSD-3-Clause,,,https://pypi.org/project/reagent,38.0,38.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
636,NiftyNet,NifTK/NiftyNet,medical-data,,{},66.0,,5,False,niftynet,,,51.0,51.0,https://pypi.org/project/niftynet,116.0,116.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
637,Mesh,tensorflow/mesh,distributed-ml,,{},51.0,,5,False,mesh-tensorflow,,,,,https://pypi.org/project/mesh-tensorflow,22437.0,22437.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
638,Fiber,uber/fiber,distributed-ml,,{},5.0,,5,False,fiber,,,96.0,96.0,https://pypi.org/project/fiber,170.0,170.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
639,seglearn,dmbee/seglearn,time-series-data,,{},14.0,,5,False,seglearn,,,53.0,53.0,https://pypi.org/project/seglearn,904.0,904.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
640,NearPy,pixelogik/NearPy,nn-search,,{},20.0,,5,False,NearPy,,,120.0,120.0,https://pypi.org/project/NearPy,450.0,450.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
641,N2,kakao/n2,nn-search,,{},22.0,,5,False,n2,,,40.0,40.0,https://pypi.org/project/n2,167.0,167.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
642,TF Ranking,tensorflow/ranking,recommender-systems,,{},36.0,,5,False,tensorflow_ranking,,,,,https://pypi.org/project/tensorflow_ranking,55319.0,55319.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
643,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,{},20.0,,5,False,recmetrics,,,64.0,64.0,https://pypi.org/project/recmetrics,349.0,349.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
644,Dejavu,worldveil/dejavu,audio,,{},23.0,,5,False,PyDejavu,,,24.0,24.0,https://pypi.org/project/PyDejavu,154.0,154.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
645,sklearn-porter,nok/sklearn-porter,model-serialisation,,{},13.0,,5,False,sklearn-porter,,,73.0,73.0,https://pypi.org/project/sklearn-porter,731.0,731.0,,,,,,,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
646,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,{},63.0,,5,False,tensorflow-privacy,,,,,https://pypi.org/project/tensorflow-privacy,14151.0,14151.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
647,Orbit,uber/orbit,probabilistics,,{},23.0,,5,False,orbit-ml,,,,,https://pypi.org/project/orbit-ml,21292.0,21292.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
648,AdaBound,Luolc/AdaBound,pytorch-utils,,{},2.0,,5,False,adabound,,,233.0,233.0,https://pypi.org/project/adabound,992.0,992.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
649,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,{},23.0,,5,False,poutyne,,,,,https://pypi.org/project/poutyne,39368.0,39368.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
650,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,{},31.0,,5,False,tensorflow-cloud,,,,,https://pypi.org/project/tensorflow-cloud,23218.0,23218.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
651,facenet-pytorch,timesler/facenet-pytorch,image,,{},18.0,,5,False,facenet-pytorch,,,,,https://pypi.org/project/facenet-pytorch,129076.0,129076.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
652,micrograd,karpathy/micrograd,pytorch-utils,,{},2.0,,5,False,micrograd,,,107.0,107.0,https://pypi.org/project/micrograd,3993.0,3993.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
653,petastorm,uber/petastorm,distributed-ml,,{},52.0,,5,False,petastorm,,,421.0,421.0,https://pypi.org/project/petastorm,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
654,lore,instacart/lore,ml-experiments,,{},29.0,,5,False,lore,,,26.0,26.0,https://pypi.org/project/lore,547.0,547.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
655,fklearn,nubank/fklearn,ml-frameworks,,{},56.0,,5,False,fklearn,,,17.0,17.0,https://pypi.org/project/fklearn,820.0,820.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
656,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,{},5115.0,,5,False,tensorflow-rocm,,,,,https://pypi.org/project/tensorflow-rocm,1082.0,1082.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
657,fastFM,ibayer/fastFM,recommender-systems,,{},20.0,,5,False,fastfm,,,128.0,128.0,https://pypi.org/project/fastfm,298.0,298.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
658,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,{},7.0,,5,False,scikit-tda,,,99.0,99.0,https://pypi.org/project/scikit-tda,876.0,876.0,,,,,,,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
659,somoclu,peterwittek/somoclu,distributed-ml,,{},20.0,Massively parallel self-organizing maps: accelerate training on multicore CPUs and GPUs.,5,False,somoclu,conda-forge/somoclu,,,,https://pypi.org/project/somoclu,733.0,5206.0,https://anaconda.org/conda-forge/somoclu,2020-10-08 04:24:30.560,2025-09-05 02:51:23.155,2025-09-05 02:51:23.155000,313173.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
660,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,{},4.0,,5,False,pdftabextract,,,53.0,53.0,https://pypi.org/project/pdftabextract,189.0,189.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
661,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,{},42.0,,5,False,kp,,Apache-2.0,,,https://pypi.org/project/kp,166.0,166.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
662,CausalNex,quantumblacklabs/causalnex,interpretability,,{},,,5,False,causalnex,,Apache-2.0,,,https://pypi.org/project/causalnex,1757.0,1757.0,,,,,,,3.0,,,"['pytorch', 'sklearn']",,,,,,,,,,,,,,,,,,
663,pygraphistry,graphistry/pygraphistry,graph,,{},53.0,,5,False,graphistry,,,,,https://pypi.org/project/graphistry,9967.0,9967.0,,,,,,,3.0,,,['jupyter'],,,,,,,,,,,,,,,,,,
664,pytorchvideo,facebookresearch/pytorchvideo,image,,{},62.0,,5,False,pytorchvideo,,,,,https://pypi.org/project/pytorchvideo,32928.0,32928.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
665,deep-daze,lucidrains/deep-daze,image,,{},14.0,,5,False,deep-daze,,,56.0,56.0,https://pypi.org/project/deep-daze,181.0,181.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
666,layout-parser,Layout-Parser/layout-parser,image,,{},9.0,,5,False,layoutparser,,,,,https://pypi.org/project/layoutparser,135082.0,135082.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
667,solt,Oulu-IMEDS/solt,image,,{},9.0,,5,False,solt,,,65.0,65.0,https://pypi.org/project/solt,258.0,258.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
668,chefboost,serengil/chefboost,ml-frameworks,,{},8.0,,5,False,chefboost,,,72.0,72.0,https://pypi.org/project/chefboost,775.0,775.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
669,TorchDrift,torchdrift/torchdrift,pytorch-utils,,{},4.0,,5,False,torchdrift,,Apache-2.0,31.0,31.0,https://pypi.org/project/torchdrift,82.0,82.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
670,TimeSide,Parisson/TimeSide,audio,,{},23.0,,5,False,TimeSide,,,20.0,20.0,https://pypi.org/project/TimeSide,411.0,411.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
671,FinQuant,fmilthaler/FinQuant,financial-data,,{},7.0,,5,False,FinQuant,,,100.0,100.0,https://pypi.org/project/FinQuant,609.0,609.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
672,deepsnap,snap-stanford/deepsnap,graph,,{},18.0,,5,False,deepsnap,,,134.0,134.0,https://pypi.org/project/deepsnap,339.0,339.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
673,qdrant,qdrant/qdrant,nlp,,{},191.0,,5,False,,,,117.0,117.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
674,Popmon,ing-bank/popmon,data-viz,,{},20.0,,5,False,popmon,,,22.0,22.0,https://pypi.org/project/popmon,1690.0,1690.0,,,,,,,3.0,,,"['pandas', 'spark']",,,,,,,,,,,,,,,,,,
675,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,{},32.0,,5,False,merlin-core,,,,,https://pypi.org/project/merlin-core,36428.0,36428.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
676,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,{},3.0,,5,False,shap-hypetune,,,23.0,23.0,https://pypi.org/project/shap-hypetune,5877.0,5877.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
