,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,trending,license,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url
335,PyWaffle,gyli/PyWaffle,data-viz,,{},6.0,A FigureClass of Matplotlib to make waffle chart.,10,False,pywaffle,conda-forge/pywaffle,,,,561.0,561.0,https://pypi.org/project/pywaffle,16341.0,16646.0,https://anaconda.org/conda-forge/pywaffle,2020-10-03 02:41:37.247,2025-04-22 14:56:58.537,2025-04-22 14:56:58.537000,21075.0,5.0,,,,,,3.0,,,,,,,,,,,,,,
336,Alibi,SeldonIO/alibi,interpretability,,{},25.0,,10,False,alibi,,,,,857.0,857.0,https://pypi.org/project/alibi,22608.0,22608.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
337,Karate Club,benedekrozemberczki/karateclub,graph,,{},20.0,"A general purpose library for community detection, network embedding, and graph mining research.",10,False,karateclub,conda-forge/karateclub,,,,335.0,335.0,https://pypi.org/project/karateclub,8406.0,8985.0,https://anaconda.org/conda-forge/karateclub,2020-07-28 15:27:56.544,2025-04-22 14:57:32.844,2025-04-22 14:57:32.844000,41719.0,12.0,,,,,,2.0,,,,,,,,,,,,,,
338,Alphalens,quantopian/alphalens,financial-data,,{},26.0,Performance analysis of predictive (alpha) stock factors.,10,False,alphalens,conda-forge/alphalens,,,,761.0,761.0,https://pypi.org/project/alphalens,1482.0,1823.0,https://anaconda.org/conda-forge/alphalens,2018-02-16 18:31:40.483,2025-04-22 14:56:47.205,2025-04-22 14:56:47.205000,34507.0,3.0,,,,,,3.0,,,,,,,,,,,,,,
339,AutoKeras,keras-team/autokeras,hyperopt,,{},148.0,,10,False,autokeras,,,,['tensorflow'],942.0,942.0,https://pypi.org/project/autokeras,16598.0,16598.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
340,auto-sklearn,automl/auto-sklearn,hyperopt,,{},88.0,Automated machine learning.,10,False,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],769.0,769.0,https://pypi.org/project/auto-sklearn,5335.0,6005.0,https://anaconda.org/conda-forge/auto-sklearn,2021-04-05 18:05:48.879,2025-04-22 14:57:49.654,2025-04-22 14:57:49.654000,42213.0,11.0,,,,,,2.0,,,,,,,,,,,,,,
341,Catalyst,catalyst-team/catalyst,ml-experiments,,{},104.0,,10,False,catalyst,,,,['pytorch'],1299.0,1299.0,https://pypi.org/project/catalyst,26140.0,26140.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
342,Acme,deepmind/acme,reinforcement-learning,,{},91.0,A Python library for Reinforcement Learning.,10,False,dm-acme,conda-forge/dm-acme,,,['tensorflow'],318.0,318.0,https://pypi.org/project/dm-acme,1463.0,1714.0,https://anaconda.org/conda-forge/dm-acme,2020-11-19 20:50:22.810,2025-04-22 14:57:40.447,2025-04-22 14:57:40.447000,17129.0,5.0,,,,,,1.0,,,,,,,,,,,,,,
343,MNE,mne-tools/mne-python,medical-data,,{},454.0,MNE-Python is a software for MEG and EEG data analysis.,10,False,mne,conda-forge/mne,,,,,,https://pypi.org/project/mne,433518.0,444877.0,https://anaconda.org/conda-forge/mne,2020-05-19 23:08:48.350,2026-04-20 20:38:15.777,2026-04-20 20:38:15.777000,840627.0,69.0,,,,,,3.0,,,,,,,,,,,,,,
344,Darts,unit8co/darts,time-series-data,,{},161.0,A python library for user-friendly forecasting and anomaly detection on time series.,10,False,u8darts,conda-forge/u8darts-all,unit8/darts,,,,,https://pypi.org/project/u8darts,127673.0,129691.0,https://anaconda.org/conda-forge/u8darts-all,2021-07-30 09:48:56.369,2026-07-20 14:21:54.140,2026-07-20 14:21:54.140000,117737.0,47.0,https://hub.docker.com/r/unit8/darts,2026-07-20 10:26:36.528437,,,3366.0,2.0,,,,,,,,,,,,,,
345,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,{},32.0,,10,False,skforecast,,,,['sklearn'],504.0,504.0,https://pypi.org/project/skforecast,106198.0,106198.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
346,librosa,librosa/librosa,audio,,{},139.0,Python module for audio and music processing.,10,False,librosa,conda-forge/librosa,,,,,,https://pypi.org/project/librosa,9079000.0,9103402.0,https://anaconda.org/conda-forge/librosa,2020-07-22 10:27:16.474,2025-04-22 14:56:25.574,2025-04-22 14:56:25.574000,1757014.0,23.0,,,,,,2.0,,,,,,,,,,,,,,
347,Essentia,MTG/essentia,audio,,{},83.0,,10,False,essentia,,,,,1018.0,1018.0,https://pypi.org/project/essentia,46812.0,46812.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
348,Pyro,pyro-ppl/pyro,probabilistics,,{},163.0,A Python library for probabilistic modeling and inference.,10,False,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],,,https://pypi.org/project/pyro-ppl,976525.0,982031.0,https://anaconda.org/conda-forge/pyro-ppl,2021-03-05 15:30:58.525,2025-04-22 14:57:47.967,2025-04-22 14:57:47.967000,352397.0,11.0,,,,,,3.0,,,,,,,,,,,,,,
349,CleverHans,cleverhans-lab/cleverhans,adversarial,,{},131.0,"This repository contains the source code for CleverHans, a Python library to benchmark machine learning systems..",10,False,cleverhans,conda-forge/cleverhans,,,['tensorflow'],840.0,840.0,https://pypi.org/project/cleverhans,1347.0,1536.0,https://anaconda.org/conda-forge/cleverhans,2020-06-24 23:14:07.928,2025-04-22 14:57:28.932,2025-04-22 14:57:28.932000,13852.0,3.0,,,,,,2.0,,,,,,,,,,,,,,
350,metric-learn,scikit-learn-contrib/metric-learn,others,,{},25.0,Python implementations of metric learning algorithms.,10,False,metric-learn,conda-forge/metric-learn,,,['sklearn'],506.0,506.0,https://pypi.org/project/metric-learn,5983.0,6272.0,https://anaconda.org/conda-forge/metric-learn,2020-07-01 11:28:55.023,2025-04-22 14:57:23.763,2025-04-22 14:57:23.763000,20815.0,4.0,,,,,,2.0,,,,,,,,,,,,,,
351,gplearn,trevorstephens/gplearn,others,,{},13.0,"gplearn implements Genetic Programming in Python, with a scikit-learn inspired and compatible API.",10,False,gplearn,conda-forge/gplearn,,,['sklearn'],745.0,745.0,https://pypi.org/project/gplearn,48638.0,48824.0,https://anaconda.org/conda-forge/gplearn,2020-06-18 15:08:16.907,2026-01-07 23:59:23.701,2026-01-07 23:59:23.701000,13635.0,3.0,,,,,,2.0,,,,,,,,,,,,,,
352,PySwarms,ljvmiranda921/pyswarms,others,,{},45.0,,10,False,pyswarms,,,,,616.0,616.0,https://pypi.org/project/pyswarms,69209.0,69209.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
353,BioPandas,rasbt/biopandas,others,,{},18.0,Molecular Structures in Pandas DataFrames.,10,False,biopandas,conda-forge/biopandas,,,['pandas'],411.0,411.0,https://pypi.org/project/biopandas,30778.0,36168.0,https://anaconda.org/conda-forge/biopandas,2020-08-04 11:39:32.572,2025-04-22 14:56:30.745,2025-04-22 14:56:30.745000,382717.0,12.0,,,,,,2.0,,,,,,,,,,,,,,
354,pygal,Kozea/pygal,graph,,{},77.0,A Python svg graph plotting library.,10,False,pygal,conda-forge/pygal,,,,,,https://pypi.org/project/pygal,685523.0,689027.0,https://anaconda.org/conda-forge/pygal,2023-01-20 00:24:46.933,2026-06-19 03:21:39.904,2026-06-19 03:21:39.904000,147173.0,8.0,,,,,,2.0,,,,,,,,,,,,,,
355,alibi-detect,SeldonIO/alibi-detect,others,,{},28.0,,10,False,alibi-detect,,,,,647.0,647.0,https://pypi.org/project/alibi-detect,78981.0,78981.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
356,espnet,espnet/espnet,audio,,{},550.0,,10,False,espnet,,,,,503.0,503.0,https://pypi.org/project/espnet,22991.0,22991.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
357,haystack,deepset-ai/haystack,nlp,,{},404.0,,10,False,haystack,,,,,1751.0,1751.0,https://pypi.org/project/haystack,3410.0,3410.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
358,lightly,lightly-ai/lightly,image,,{},83.0,,10,False,lightly,,,,['pytorch'],639.0,639.0,https://pypi.org/project/lightly,162319.0,162319.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
359,Norfair,tryolabs/norfair,image,,{},32.0,,10,False,norfair,,,,,367.0,367.0,https://pypi.org/project/norfair,117033.0,117033.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
360,python_speech_features,jameslyons/python_speech_features,audio,,{},19.0,,10,False,python_speech_features,,,,,1121.0,1121.0,https://pypi.org/project/python_speech_features,186209.0,186209.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
361,joypy,leotac/joypy,data-viz,,{},8.0,Joyplots in python.,10,False,joypy,conda-forge/joypy,,,,600.0,600.0,https://pypi.org/project/joypy,23816.0,24463.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:52.304,2025-04-22 14:57:03.596,2025-04-22 14:57:03.596000,43402.0,5.0,,,,,,3.0,,,,,,,,,,,,,,
362,lets-plot,JetBrains/lets-plot,data-viz,,{},23.0,,10,False,lets-plot,,,,,211.0,211.0,https://pypi.org/project/lets-plot,73844.0,73844.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
363,petastorm,uber/petastorm,distributed-ml,,{},52.0,,10,False,petastorm,,,,,418.0,418.0,https://pypi.org/project/petastorm,196570.0,196570.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
364,stockstats,jealous/stockstats,financial-data,,{},12.0,,10,False,stockstats,,,,,1433.0,1433.0,https://pypi.org/project/stockstats,222209.0,222209.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
365,fairlearn,fairlearn/fairlearn,interpretability,,{},121.0,Simple and easy fairness assessment and unfairness mitigation.,10,False,fairlearn,conda-forge/fairlearn,,,['sklearn'],3.0,3.0,https://pypi.org/project/fairlearn,192192.0,193183.0,https://anaconda.org/conda-forge/fairlearn,2020-11-11 16:56:32.994,2026-06-08 10:56:38.371,2026-06-08 10:56:38.371000,67418.0,16.0,,,,,,2.0,,,,,,,,,,,,,,
366,quinn,MrPowers/quinn,ml-experiments,,{},31.0,,10,False,quinn,,,,['spark'],98.0,98.0,https://pypi.org/project/quinn,605790.0,605790.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
367,causalml,uber/causalml,others,,{},82.0,,10,False,causalml,,,,,334.0,334.0,https://pypi.org/project/causalml,126169.0,126169.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
368,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,{},87.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes.,10,False,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],323.0,323.0,https://pypi.org/project/lightning-flash,1200.0,1884.0,https://anaconda.org/conda-forge/lightning-flash,2021-08-24 20:02:16.116,2025-04-22 14:57:59.303,2025-04-22 14:57:59.303000,40380.0,14.0,,,,,,1.0,,,,,,,,,,,,,,
369,detoxify,unitaryai/detoxify,nlp,,{},14.0,,10,False,detoxify,,,,,1130.0,1130.0,https://pypi.org/project/detoxify,111019.0,111019.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
370,metricflow,transform-data/metricflow,others,,{},56.0,,10,False,metricflow,,,,,78.0,78.0,https://pypi.org/project/metricflow,2364319.0,2364319.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
371,underthesea,undertheseanlp/underthesea,nlp,,{},25.0,,10,False,underthesea,,,,,1705.0,1705.0,https://pypi.org/project/underthesea,36864.0,36864.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
372,detecto,alankbi/detecto,image,,{},12.0,Build fully-functioning computer vision models with PyTorch.,10,False,detecto,conda-forge/detecto,,,['pytorch'],196.0,196.0,https://pypi.org/project/detecto,12485.0,12644.0,https://anaconda.org/conda-forge/detecto,2021-06-09 14:10:48.390,2025-04-22 14:57:54.494,2025-04-22 14:57:54.494000,9723.0,2.0,,,,,,2.0,,,,,,,,,,,,,,
373,Jina,jina-ai/jina,ml-frameworks,,{},185.0,Build cross-modal and multi-modal applications on the cloud.,9,False,jina,conda-forge/jina-core,jinaai/jina,,,,,https://pypi.org/project/jina,25729.0,60917.0,https://anaconda.org/conda-forge/jina-core,2021-09-02 15:10:14.675,2025-04-22 14:57:59.713,2025-04-22 14:57:59.713000,128742.0,45.0,https://hub.docker.com/r/jinaai/jina,2025-03-24 14:11:41.059929,9.0,9.0,1912255.0,3.0,,,,,,,,,,,,,,
374,Ludwig,ludwig-ai/ludwig,ml-frameworks,,{},159.0,,9,False,ludwig,,,,['tensorflow'],366.0,366.0,https://pypi.org/project/ludwig,3548.0,3548.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
375,mlpack,mlpack/mlpack,ml-frameworks,,{},341.0,"mlpack: a fast, header-only machine learning library.",9,False,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,3166.0,9986.0,https://anaconda.org/conda-forge/mlpack,2020-06-19 07:49:40.555,2026-06-20 14:06:36.438,2026-06-20 14:06:36.438000,497864.0,17.0,,,,,,3.0,,,,,,,,,,,,,,
376,dyNET,clab/dynet,ml-frameworks,,{},162.0,,9,False,dyNET,,,,,281.0,281.0,https://pypi.org/project/dyNET,1511.0,1511.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
377,Augmentor,mdbloice/Augmentor,image,,{},23.0,,9,False,Augmentor,,,,,969.0,969.0,https://pypi.org/project/Augmentor,7440.0,7440.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
378,opencv-python,opencv/opencv-python,image,,{},61.0,,9,False,opencv-python,,,,,,,https://pypi.org/project/opencv-python,57584132.0,57584132.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
379,Image Deduplicator,idealo/imagededup,image,,{},19.0,,9,False,imagededup,,,,['tensorflow'],215.0,215.0,https://pypi.org/project/imagededup,143155.0,143155.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
380,Chartify,spotify/chartify,data-viz,,{},27.0,Python library to make plotting simpler for data scientists.,9,False,chartify,conda-forge/chartify,,,,86.0,86.0,https://pypi.org/project/chartify,977.0,1467.0,https://anaconda.org/conda-forge/chartify,2018-11-26 21:34:46.186,2025-04-22 14:56:57.373,2025-04-22 14:56:57.373000,45150.0,10.0,,,,,,3.0,,,,,,,,,,,,,,
381,PandasGUI,adamerose/pandasgui,data-viz,,{},15.0,A GUI for Pandas DataFrames.,9,False,pandasgui,conda-forge/pandasgui,,,['pandas'],533.0,533.0,https://pypi.org/project/pandasgui,2589.0,3278.0,https://anaconda.org/conda-forge/pandasgui,2021-01-27 21:17:12.748,2025-04-22 14:57:45.598,2025-04-22 14:57:45.598000,45498.0,2.0,,,,,,3.0,,,,,,,,,,,,,,
382,Sweetviz,fbdesignpro/sweetviz,data-viz,,{},13.0,A pandas-based library to visualize and compare datasets.,9,False,sweetviz,conda-forge/sweetviz,,,,3200.0,3200.0,https://pypi.org/project/sweetviz,,910.0,https://anaconda.org/conda-forge/sweetviz,2021-02-03 19:13:59.125,2026-04-11 23:31:56.666,2026-04-11 23:31:56.666000,59175.0,15.0,,,,,,3.0,,,,,,,,,,,,,,
383,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,{},3.0,PivotTable.js integration for Jupyter/IPython Notebook.,9,False,pivottablejs,anaconda/pivottablejs,,,['jupyter'],551.0,551.0,https://pypi.org/project/pivottablejs,25885.0,25924.0,https://anaconda.org/anaconda/pivottablejs,2016-02-26 10:38:14.404,2025-11-25 12:27:37.771,2025-11-25 12:27:37.771000,4971.0,1.0,,,,,,3.0,,,,,,,,,,,,,,
384,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,{},113.0,A suite of visual analysis and diagnostic tools for machine learning.,9,False,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,601097.0,602673.0,https://anaconda.org/conda-forge/yellowbrick,2020-08-07 07:09:40.588,2025-04-22 14:57:33.497,2025-04-22 14:57:33.497000,111911.0,6.0,,,,,,2.0,,,,,,,,,,,,,,
385,Deep Checks,deepchecks/deepchecks,interpretability,,{},56.0,,9,False,deepchecks,,,,,554.0,554.0,https://pypi.org/project/deepchecks,39806.0,39806.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
386,PyKEEN,pykeen/pykeen,graph,,{},44.0,,9,False,pykeen,,,,,373.0,373.0,https://pypi.org/project/pykeen,26706.0,26706.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
387,Spektral,danielegrattarola/spektral,graph,,{},27.0,,9,False,spektral,,,,['tensorflow'],434.0,434.0,https://pypi.org/project/spektral,18050.0,18050.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
388,IB-insync,erdewit/ib_insync,financial-data,,{},36.0,Python sync/async framework for Interactive Brokers API.,9,False,ib_insync,conda-forge/ib-insync,,,,,,https://pypi.org/project/ib_insync,676864.0,677786.0,https://anaconda.org/conda-forge/ib-insync,2019-07-23 15:47:08.281,2025-04-22 14:57:08.534,2025-04-22 14:57:08.534000,77456.0,22.0,,,,,,3.0,,,,,,,,,,,,,,
389,FinTA,peerchemist/finta,financial-data,,{},28.0,,9,False,finta,,,,,672.0,672.0,https://pypi.org/project/finta,23394.0,23394.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
390,ml-metadata,google/ml-metadata,ml-experiments,,{},24.0,,9,False,ml-metadata,,,,,740.0,740.0,https://pypi.org/project/ml-metadata,41279.0,41279.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
391,SKLL,EducationalTestingService/skll,ml-experiments,,{},39.0,SciKit-Learn Laboratory makes it easier to run machine learning experiments with scikit-learn.,9,False,skll,conda-forge/skll,,,['sklearn'],50.0,50.0,https://pypi.org/project/skll,945.0,1481.0,https://anaconda.org/conda-forge/skll,2021-11-29 23:26:59.283,2025-04-22 14:58:06.094,2025-04-22 14:58:06.094000,30029.0,9.0,,,,,,3.0,,,,,,,,,,,,,,
392,RLax,deepmind/rlax,reinforcement-learning,,{},24.0,,9,False,rlax,,,,['jax'],444.0,444.0,https://pypi.org/project/rlax,58800.0,58800.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
393,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,{},58.0,,9,False,vizdoom,,,,,355.0,355.0,https://pypi.org/project/vizdoom,12138.0,12138.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
394,ipyparallel,ipython/ipyparallel,distributed-ml,,{},116.0,Interactive Parallel Computing with IPython.,9,False,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,179276.0,212588.0,https://anaconda.org/conda-forge/ipyparallel,2020-10-15 04:18:35.774,2026-05-13 14:00:27.278,2026-05-13 14:00:27.278000,2298538.0,35.0,,,,,,2.0,,,,,,,,,,,,,,
395,PyFlux,RJT1990/pyflux,time-series-data,,{},6.0,,9,False,pyflux,,,,,293.0,293.0,https://pypi.org/project/pyflux,102665.0,102665.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
396,Madmom,CPJKU/madmom,audio,,{},24.0,,9,False,madmom,,,,,535.0,535.0,https://pypi.org/project/madmom,13906.0,13906.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
397,torchaudio,pytorch/audio,audio,,{},251.0,,9,False,torchaudio,,,,['pytorch'],,,https://pypi.org/project/torchaudio,8368353.0,8368353.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
398,Porcupine,Picovoice/Porcupine,audio,,{},45.0,,9,False,pvporcupine,,,,,56.0,56.0,https://pypi.org/project/pvporcupine,87450.0,87450.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
399,DDSP,magenta/ddsp,audio,,{},36.0,Differentiable Digital Signal Processing.,9,False,ddsp,conda-forge/ddsp,,,['tensorflow'],74.0,74.0,https://pypi.org/project/ddsp,3480.0,3866.0,https://anaconda.org/conda-forge/ddsp,2020-06-03 13:14:40.638,2025-04-22 14:57:27.526,2025-04-22 14:57:27.526000,28223.0,3.0,,,,,,3.0,,,,,,,,,,,,,,
400,Baal,baal-org/baal,probabilistics,,{},25.0,Library for bayesian active learning.,9,False,baal,conda-forge/baal,,,,76.0,76.0,https://pypi.org/project/baal,3066.0,3329.0,https://anaconda.org/conda-forge/baal,2021-01-20 20:35:22.269,2025-04-22 14:57:44.821,2025-04-22 14:57:44.821000,17371.0,5.0,,,,,,3.0,,,,,,,,,,,,,,
401,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,{},35.0,PyTorch Extension Library of Optimized Scatter Operations.,9,False,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],,,https://pypi.org/project/torch-scatter,59835.0,78267.0,https://anaconda.org/conda-forge/pytorch_scatter,2020-06-01 16:15:18.085,2026-06-25 22:23:26.155,2026-06-25 22:23:26.155000,1345575.0,8.0,,,,,,2.0,,,,,,,,,,,,,,
402,tensorflow-hub,tensorflow/hub,tensorflow-utils,,{},107.0,A library for transfer learning by reusing parts of TensorFlow models.,9,False,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],,,https://pypi.org/project/tensorflow-hub,1949238.0,1951193.0,https://anaconda.org/conda-forge/tensorflow-hub,2020-08-24 16:43:33.174,2025-04-22 14:56:51.855,2025-04-22 14:56:51.855000,138848.0,15.0,,,,,,2.0,,,,,,,,,,,,,,
403,modAL,modAL-python/modAL,others,,{},21.0,,9,False,modAL,,,,['sklearn'],,,https://pypi.org/project/modAL,53446279.0,53446279.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
404,sense2vec,explosion/sense2vec,nlp,,{},20.0,word2vec with NLP-specific tokens.,9,False,sense2vec,conda-forge/sense2vec,,,,472.0,472.0,https://pypi.org/project/sense2vec,1543.0,2866.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:11:50.060,2025-04-22 14:57:12.924,2025-04-22 14:57:12.924000,79434.0,3.0,,,,,,3.0,,,,,,,,,,,,,,
405,pysc2,deepmind/pysc2,others,,{},39.0,,9,False,pysc2,,,,,985.0,985.0,https://pypi.org/project/pysc2,3613.0,3613.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
406,neuralcoref,huggingface/neuralcoref,nlp,,{},21.0,Coreference Resolution in spaCy with Neural Networks.,9,False,neuralcoref,conda-forge/neuralcoref,,,,762.0,762.0,https://pypi.org/project/neuralcoref,999.0,1369.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-08 14:34:53.474,2025-04-22 14:57:21.142,2025-04-22 14:57:21.142000,28518.0,1.0,,,,,,3.0,,,,,,,,,,,,,,
407,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,{},22.0,Pretrained models for Pytorch.,9,False,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],23.0,23.0,https://pypi.org/project/pretrainedmodels,86280.0,87322.0,https://anaconda.org/conda-forge/pretrainedmodels,2020-06-08 18:08:13.484,2025-04-22 14:57:27.662,2025-04-22 14:57:27.662000,76111.0,1.0,,,,,,2.0,,,,,,,,,,,,,,
408,snownlp,isnowfy/snownlp,chinese-nlp,,{},8.0,,9,False,snownlp,,,,,1745.0,1745.0,https://pypi.org/project/snownlp,58338.0,58338.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
409,livelossplot,stared/livelossplot,ml-experiments,,{},20.0,,9,False,livelossplot,,,,['jupyter'],1892.0,1892.0,https://pypi.org/project/livelossplot,12014.0,12014.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
410,Lasagne,Lasagne/Lasagne,ml-frameworks,,{},72.0,,9,False,lasagne,,,,,1106.0,1106.0,https://pypi.org/project/lasagne,3285.0,3285.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
411,TabPy,tableau/TabPy,others,,{},53.0,,9,False,tabpy,anaconda/tabpy-client,,,,215.0,215.0,https://pypi.org/project/tabpy,2771.0,2828.0,https://anaconda.org/anaconda/tabpy-client,2017-04-06 20:14:02.493,2025-04-22 15:32:21.921,2025-04-22 15:32:21.921000,6434.0,1.0,,,,,,3.0,,,,,,,,,,,,,,
412,fancyimpute,iskandr/fancyimpute,sklearn-utils,,{},11.0,,9,False,fancyimpute,,,,['sklearn'],1911.0,1911.0,https://pypi.org/project/fancyimpute,43321.0,43321.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
413,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,{},19.0,,9,False,skope-rules,,,,['sklearn'],441.0,441.0,https://pypi.org/project/skope-rules,98557.0,98557.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
414,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,{},7.0,,9,False,iterative-stratification,,,,['sklearn'],643.0,643.0,https://pypi.org/project/iterative-stratification,174141.0,174141.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
415,checklist,marcotcr/checklist,interpretability,,{},15.0,Beyond Accuracy: Behavioral Testing of NLP Models with CheckList.,9,False,checklist,conda-forge/checklist,,,['jupyter'],384.0,384.0,https://pypi.org/project/checklist,1188.0,1368.0,https://anaconda.org/conda-forge/checklist,2021-01-12 20:24:37.883,2025-04-22 14:57:44.390,2025-04-22 14:57:44.390000,11889.0,2.0,,,,,,2.0,,,,,,,,,,,,,,
416,aequitas,dssg/aequitas,interpretability,,{},23.0,,9,False,aequitas,,,,,210.0,210.0,https://pypi.org/project/aequitas,17721.0,17721.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
417,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,{},52.0,Data preprocessing and data augmentation module of the Keras deep learning library.,9,False,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],,,https://pypi.org/project/keras-preprocessing,2179023.0,2219172.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:12:23.243,2025-04-22 14:56:51.745,2025-04-22 14:56:51.745000,2649877.0,8.0,,,,,,2.0,,,,,,,,,,,,,,
418,nnAudio,KinWaiCheuk/nnAudio,audio,,{},17.0,,9,False,nnAudio,,,,,456.0,456.0,https://pypi.org/project/nnAudio,158060.0,158060.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
419,PaddleSeg,PaddlePaddle/PaddleSeg,image,,{},131.0,,9,False,paddleseg,,,,['paddle'],1492.0,1492.0,https://pypi.org/project/paddleseg,2257.0,2257.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
420,shapash,MAIF/shapash,interpretability,,{},48.0,,9,False,shapash,,,,['jupyter'],202.0,202.0,https://pypi.org/project/shapash,9191.0,9191.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
421,TSFEL,fraunhoferportugal/tsfel,time-series-data,,{},21.0,,9,False,tsfel,,,,,225.0,225.0,https://pypi.org/project/tsfel,30506.0,30506.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
422,NeuralForecast,Nixtla/neuralforecast,time-series-data,,{},68.0,Deep Learning for Time Series Forecasting.,9,False,neuralforecast,conda-forge/neuralforecast,,,,,,https://pypi.org/project/neuralforecast,314506.0,315799.0,https://anaconda.org/conda-forge/neuralforecast,2022-03-23 16:16:31.657,2026-07-11 04:59:20.980,2026-07-11 04:59:20.980000,67283.0,38.0,,,,,,3.0,,,,,,,,,,,,,,
