,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,trending,license,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url
140,pyvips,libvips/pyvips,image,,{},21.0,Binding for libvips.,15,False,pyvips,conda-forge/pyvips,,,,1431.0,1431.0,https://pypi.org/project/pyvips,763370.0,768700.0,https://anaconda.org/conda-forge/pyvips,2020-10-14 09:36:00.636,2026-06-01 08:56:11.218,2026-06-01 08:56:11.218000,373154.0,9.0,,,,,,2.0,,,,,,,,,,,,,,
141,ta,bukosabino/ta,financial-data,,{},34.0,Technical Analysis Library in Python.,15,False,ta,conda-forge/ta,,,,10419.0,10419.0,https://pypi.org/project/ta,871279.0,872011.0,https://anaconda.org/conda-forge/ta,2021-02-08 22:42:23.078,2025-04-22 14:57:46.184,2025-04-22 14:57:46.184000,48351.0,7.0,,,,,,1.0,,,,,,,,,,,,,,
142,hmmlearn,hmmlearn/hmmlearn,probabilistics,,{},49.0,Hidden Markov Models in Python with scikit-learn like API.,15,False,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],3980.0,3980.0,https://pypi.org/project/hmmlearn,860893.0,868398.0,https://anaconda.org/conda-forge/hmmlearn,2020-09-15 00:44:34.740,2025-09-10 16:53:48.310,2025-09-10 16:53:48.310000,532918.0,12.0,,,,,,1.0,,,,,,,,,,,,,,
143,filterpy,rlabbe/filterpy,probabilistics,,{},43.0,Kalman filters and other optimal and non-optimal estimation filters in Python.,15,False,filterpy,conda-forge/filterpy,,,,10149.0,10149.0,https://pypi.org/project/filterpy,1978937.0,2006677.0,https://anaconda.org/conda-forge/filterpy,2025-02-17 21:15:56.128,2025-04-22 14:56:37.895,2025-04-22 14:56:37.895000,499325.0,5.0,,,,,,1.0,,,,,,,,,,,,,,
144,pmdarima,alkaline-ml/pmdarima,time-series-data,,{},24.0,"Pmdarima (originally pyramid-arima, for the anagram of py + arima) is a statistical library designed to fill the void..",15,False,pmdarima,conda-forge/pmdarima,,,,13061.0,13061.0,https://pypi.org/project/pmdarima,3038119.0,3061056.0,https://anaconda.org/conda-forge/pmdarima,2020-10-23 18:45:13.934,2025-04-22 14:57:38.334,2025-04-22 14:57:38.334000,1605639.0,12.0,,,,,,1.0,,,,,,,,,,,,,,
145,StatsForecast,Nixtla/statsforecast,time-series-data,,{},67.0,Time series forecasting suite using statistical models.,15,False,statsforecast,conda-forge/statsforecast,,,,2223.0,2223.0,https://pypi.org/project/statsforecast,1918429.0,1924274.0,https://anaconda.org/conda-forge/statsforecast,2022-03-04 23:51:03.641,2026-07-16 21:01:59.106,2026-07-16 21:01:59.106000,309810.0,37.0,,,,,,1.0,,,,,,,,,,,,,,
146,mpld3,mpld3/mpld3,data-viz,,{},55.0,D3 Viewer for Matplotlib.,15,False,mpld3,conda-forge/mpld3,,,,7750.0,7750.0,https://pypi.org/project/mpld3,511381.0,519695.0,https://anaconda.org/conda-forge/mpld3,2020-06-15 20:42:17.133,2025-11-05 19:20:00.823,2025-11-05 19:20:00.823000,446344.0,13.0,,,,,,2.0,,,mpld3,https://www.npmjs.com/package/mpld3,2283.0,,,,,,,,,
147,evaluate,huggingface/evaluate,interpretability,,{},139.0,,15,False,evaluate,,,,,25873.0,25873.0,https://pypi.org/project/evaluate,5929912.0,5929912.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
148,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,{},88.0,Extension for Scikit-learn* (CPU runtime) is a seamless way to speed up your Scikit-learn application.,15,False,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13867.0,13867.0,https://pypi.org/project/scikit-learn-intelex,188601.0,200841.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2021-04-08 23:29:40.051,2026-07-14 07:44:54.068,2026-07-14 07:44:54.068000,783419.0,31.0,,,,,,2.0,,,,,,,,,,,,,,
149,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,{},498.0,https://www.deepspeed.ai for more info.,14,False,deepspeed,,deepspeed/deepspeed,,['pytorch'],16015.0,16015.0,https://pypi.org/project/deepspeed,1112723.0,1112723.0,,,,2022-09-02 00:25:31.275782,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,5.0,5.0,27283.0,2.0,,,,,,,,,,,,,,
150,Catboost,catboost/catboost,ml-frameworks,,{},1414.0,Gradient boosting on decision trees library.,14,False,catboost,conda-forge/catboost,,,,20.0,20.0,https://pypi.org/project/catboost,6241938.0,6281265.0,https://anaconda.org/conda-forge/catboost,2020-11-05 20:16:46.091,2026-02-23 23:23:44.774,2026-02-23 23:23:44.774000,2713565.0,71.0,,,,,,2.0,,,,,,,,,,,,,,
151,PySpark,apache/spark,ml-frameworks,,{},3554.0,Apache Spark Python API.,14,False,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,49122658.0,49189154.0,https://anaconda.org/conda-forge/pyspark,2020-06-06 07:35:29.643,2026-07-16 15:46:27.659,2026-07-16 15:46:27.659000,4920746.0,43.0,,,,,,2.0,-31.0,,,,,stable/spark,,,,,,,,
152,Haiku,deepmind/dm-haiku,ml-frameworks,,{},97.0,Haiku is a library for building neural networks in JAX.,14,False,dm-haiku,conda-forge/dm-haiku,,,,2876.0,2876.0,https://pypi.org/project/dm-haiku,241855.0,242802.0,https://anaconda.org/conda-forge/dm-haiku,2021-02-14 21:37:00.322,2026-07-27 14:12:46.015,2026-07-27 14:12:46.015000,62541.0,14.0,,,,,,2.0,,,,,,,,,,,,,,
153,Sumy,miso-belica/sumy,nlp,,{},34.0,Module for automatic summarization of text documents and HTML pages.,14,False,sumy,conda-forge/sumy,,,,4353.0,4353.0,https://pypi.org/project/sumy,168004.0,168285.0,https://anaconda.org/conda-forge/sumy,2021-06-22 09:34:48.682,2025-04-22 14:57:55.728,2025-04-22 14:57:55.728000,17450.0,4.0,,,,,,2.0,,,,,,,,,,,,,,
154,pySBD,nipunsadvilkar/pySBD,nlp,,{},6.0,Rule-based sentence boundary detection.,14,False,pysbd,conda-forge/pysbd,,,,8640.0,8640.0,https://pypi.org/project/pysbd,5941006.0,5941247.0,https://anaconda.org/conda-forge/pysbd,2021-10-11 20:47:43.928,2025-04-22 14:58:02.377,2025-04-22 14:58:02.377000,14032.0,1.0,,,,,,2.0,,,,,,,,,,,,,,
155,detectron2,facebookresearch/detectron2,image,,{},287.0,Detectron2 is FAIRs next-generation platform for object detection and segmentation.,14,False,detectron2,conda-forge/detectron2,,,['pytorch'],2643.0,2643.0,https://pypi.org/project/detectron2,,15060.0,https://anaconda.org/conda-forge/detectron2,2020-07-09 13:12:53.248,2026-06-18 17:18:26.312,2026-06-18 17:18:26.312000,1099383.0,9.0,,,,,,2.0,,,,,,,,,,,,,,
156,MMDetection,open-mmlab/mmdetection,image,,{},453.0,,14,False,mmdet,,,,['pytorch'],4128.0,4128.0,https://pypi.org/project/mmdet,682701.0,682701.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
157,tesserocr,sirfz/tesserocr,ocr,,{},35.0,"A simple, Pillow-friendly, Python wrapper around tesseract-ocr API using Cython.",14,False,tesserocr,conda-forge/tesserocr,,,,1459.0,1459.0,https://pypi.org/project/tesserocr,546926.0,552033.0,https://anaconda.org/conda-forge/tesserocr,2020-07-10 15:30:26.694,2025-04-22 14:57:14.353,2025-04-22 14:57:14.353000,372851.0,6.0,,,,,,2.0,,,,,,,,,,,,,,
158,datashader,holoviz/datashader,data-viz,,{},65.0,Data visualization toolchain based on aggregating into a grid.,14,False,datashader,conda-forge/datashader,,,,6465.0,6465.0,https://pypi.org/project/datashader,387910.0,413917.0,https://anaconda.org/conda-forge/datashader,2020-05-25 22:22:03.938,2026-05-19 13:17:28.903,2026-05-19 13:17:28.903000,1950548.0,33.0,,,,,,2.0,,,,,,,,,,,,,,
159,Lime,marcotcr/lime,interpretability,,{},62.0,Explaining the predictions of any machine learning classifier.,14,False,lime,conda-forge/lime,,,,9846.0,9846.0,https://pypi.org/project/lime,435140.0,440504.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:39.858,2025-04-22 14:56:30.659,2025-04-22 14:56:30.659000,397009.0,11.0,,,,,,1.0,,,,,,,,,,,,,,
160,scikit-plot,reiinakano/scikit-plot,interpretability,,{},13.0,An intuitive library to add plotting functionality to scikit-learn objects.,14,False,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],6603.0,6603.0,https://pypi.org/project/scikit-plot,468301.0,473620.0,https://anaconda.org/conda-forge/scikit-plot,2017-07-28 13:12:37.676,2025-04-22 14:56:38.875,2025-04-22 14:56:38.875000,579831.0,6.0,,,,,,1.0,,,,,,,,,,,,,,
161,pyLDAvis,bmabey/pyLDAvis,interpretability,,{},42.0,Python library for interactive topic model visualization.,14,False,pyldavis,conda-forge/pyldavis,,,['jupyter'],7510.0,7510.0,https://pypi.org/project/pyldavis,101502.0,103253.0,https://anaconda.org/conda-forge/pyldavis,2021-03-22 07:23:59.104,2025-04-22 14:56:51.622,2025-04-22 14:56:51.622000,113859.0,7.0,,,,,,1.0,,,,,,,,,,,,,,
162,Captum,pytorch/captum,interpretability,,{},146.0,Model interpretability for PyTorch.,14,False,captum,conda-forge/captum,,,['pytorch'],3736.0,3736.0,https://pypi.org/project/captum,556907.0,560060.0,https://anaconda.org/conda-forge/captum,2021-12-30 19:59:39.750,2026-04-17 07:52:38.995,2026-04-17 07:52:38.995000,176594.0,5.0,,,,,,1.0,,,,,,,,,,,,,,
163,PySAL,pysal/pysal,geospatial-data,,{},82.0,Library of spatial analysis functions.,14,False,pysal,conda-forge/pysal,,,,1874.0,1874.0,https://pypi.org/project/pysal,115840.0,130539.0,https://anaconda.org/conda-forge/pysal,2020-07-30 10:24:56.727,2026-08-01 14:34:03.251,2026-08-01 14:34:03.251000,1073035.0,25.0,,,,,,3.0,,,,,,,,,,,,,,
164,Keras Tuner,keras-team/keras-tuner,hyperopt,,{},61.0,Hypertuner for Keras.,14,False,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],6273.0,6273.0,https://pypi.org/project/keras-tuner,179800.0,181165.0,https://anaconda.org/conda-forge/keras-tuner,2021-08-02 13:21:10.519,2025-12-30 15:56:03.681,2025-12-30 15:56:03.681000,81948.0,16.0,,,,,,2.0,,,,,,,,,,,,,,
165,OpenAI Gym,openai/gym,reinforcement-learning,,{},385.0,The OpenAI Gym: A toolkit for developing and comparing your reinforcement learning agents.,14,False,gym,conda-forge/gym,,,,24.0,24.0,https://pypi.org/project/gym,793229.0,799484.0,https://anaconda.org/conda-forge/gym,2020-04-07 21:30:36.220,2025-04-22 14:57:24.136,2025-04-22 14:57:24.136000,475399.0,9.0,,,,,,1.0,,MIT,,,,,,,,,,,,
166,tslearn,tslearn-team/tslearn,time-series-data,,{},50.0,A machine learning toolkit dedicated to time-series data.,14,False,tslearn,conda-forge/tslearn,,,['sklearn'],2008.0,2008.0,https://pypi.org/project/tslearn,272870.0,300615.0,https://anaconda.org/conda-forge/tslearn,2020-06-15 20:45:09.304,2026-07-03 08:42:17.384,2026-07-03 08:42:17.384000,2053188.0,30.0,,,,,,2.0,,,,,,,,,,,,,,
167,gpustat,wookayin/gpustat,gpu-utilities,,{},18.0,A simple command-line utility for querying and monitoring GPU status.,14,False,gpustat,conda-forge/gpustat,,,,8223.0,8223.0,https://pypi.org/project/gpustat,1175893.0,1180796.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:02.801,2025-04-22 14:57:03.401,2025-04-22 14:57:03.401000,338319.0,5.0,,,,,,2.0,,,,,,,,,,,,,,
168,PyCUDA,inducer/pycuda,gpu-utilities,,{},84.0,Python wrapper for CUDA.,14,False,pycuda,conda-forge/pycuda,,,,4129.0,4129.0,https://pypi.org/project/pycuda,80356.0,102316.0,https://anaconda.org/conda-forge/pycuda,2021-03-24 21:15:24.222,2025-10-27 15:24:05.554,2025-10-27 15:24:05.554000,1427412.0,9.0,,,,,,2.0,,,,,,,,,,,,,,
169,PyStan,stan-dev/pystan,probabilistics,,{},14.0,"Python interface to Stan, a package for Bayesian inference.",14,False,pystan,conda-forge/pystan,,,,10631.0,10631.0,https://pypi.org/project/pystan,1479652.0,1529581.0,https://anaconda.org/conda-forge/pystan,2020-08-25 22:10:44.292,2025-04-22 14:56:33.006,2025-04-22 14:56:33.006000,3594892.0,13.0,,,,,,2.0,,,,,,,,,,,,,,
170,kmodes,nicodv/kmodes,others,,{},22.0,Python implementations of the k-modes and k-prototypes clustering algorithms for clustering categorical data.,14,False,kmodes,conda-forge/kmodes,,,,3213.0,3213.0,https://pypi.org/project/kmodes,550997.0,552172.0,https://anaconda.org/conda-forge/kmodes,2020-04-04 05:32:53.353,2025-04-22 14:57:23.933,2025-04-22 14:57:23.933000,89323.0,6.0,,,,,,2.0,,,,,,,,,,,,,,
171,River,online-ml/river,others,,{},148.0,Online machine learning in Python.,14,False,river,conda-forge/river,,,,908.0,908.0,https://pypi.org/project/river,237444.0,240046.0,https://anaconda.org/conda-forge/river,2021-04-19 20:23:28.936,2026-06-01 01:52:46.506,2026-06-01 01:52:46.506000,166584.0,8.0,,,,,,2.0,,,,,,,,,,,,,,
172,Pythran,serge-sans-paille/pythran,others,,{},77.0,a claimless python to c++ converter.,14,False,pythran,conda-forge/pythran,,,,3704.0,3704.0,https://pypi.org/project/pythran,826789.0,848146.0,https://anaconda.org/conda-forge/pythran,2020-09-11 10:43:52.672,2025-11-15 22:56:02.050,2025-11-15 22:56:02.050000,1516411.0,35.0,,,,,,2.0,,,,,,,,,,,pythran,python-pythran,,
173,PennyLane,PennyLaneAI/PennyLane,others,,{},225.0,PennyLane is a Python quantum machine learning library by Xanadu Inc.,14,False,pennylane,conda-forge/pennylane,,,,2154.0,2154.0,https://pypi.org/project/pennylane,312463.0,320281.0,https://anaconda.org/conda-forge/pennylane,2021-11-24 17:17:59.313,2025-04-22 14:58:05.852,2025-04-22 14:58:05.852000,445645.0,19.0,,,,,,2.0,,,,,,,,,,,,,,
174,Datasette,simonw/datasette,others,,{},95.0,An open source multi-tool for exploring and publishing data.,14,False,datasette,conda-forge/datasette,,,,1817.0,1817.0,https://pypi.org/project/datasette,164014.0,165447.0,https://anaconda.org/conda-forge/datasette,2021-04-21 16:46:59.352,2026-08-09 22:33:07.062,2026-08-09 22:33:07.062000,91724.0,33.0,,,,,,2.0,,,,,,,datasette,,,,,,,
175,dtreeviz,parrt/dtreeviz,interpretability,,{},29.0,A python library for decision tree visualization and model interpretation.,14,False,dtreeviz,conda-forge/dtreeviz,,,,1632.0,1632.0,https://pypi.org/project/dtreeviz,73761.0,75815.0,https://anaconda.org/conda-forge/dtreeviz,2020-11-11 13:07:21.019,2026-07-23 07:45:21.686,2026-07-23 07:45:21.686000,141786.0,22.0,,,,,,1.0,,,,,,,,,,,,,,
176,SALib,SALib/SALib,probabilistics,,{},58.0,Sensitivity Analysis Library.,14,False,salib,conda-forge/salib,,,,1786.0,1786.0,https://pypi.org/project/salib,754005.0,761720.0,https://anaconda.org/conda-forge/salib,2020-10-24 17:04:38.048,2025-10-12 03:01:28.233,2025-10-12 03:01:28.233000,540074.0,16.0,,,,,,2.0,,,,,,,,,,,,,,
177,pingouin,raphaelvallat/pingouin,probabilistics,,{},50.0,Pingouin is an open-source statistical package written in Python 3 and based mostly on Pandas and NumPy.,14,False,pingouin,conda-forge/pingouin,,,,3576.0,3576.0,https://pypi.org/project/pingouin,519370.0,522543.0,https://anaconda.org/conda-forge/pingouin,2020-06-15 06:04:02.429,2026-03-28 17:04:20.161,2026-03-28 17:04:20.161000,234866.0,30.0,,,,,,2.0,,,,,,,,,,,,,,
178,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,{},13.0,CRFsuite (python-crfsuite) wrapper which provides interface simlar to scikit-learn.,14,False,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],8689.0,8689.0,https://pypi.org/project/sklearn-crfsuite,611909.0,616896.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2025-11-05 12:36:02.570,2025-11-05 12:36:05.778,2025-11-05 12:36:05.778000,44891.0,2.0,,,,,,2.0,,,,,,,,,,,,,,
179,findspark,minrk/findspark,others,,{},16.0,Find pyspark to make it importable.,14,False,findspark,conda-forge/findspark,,,['spark'],5690.0,5690.0,https://pypi.org/project/findspark,2554122.0,2575917.0,https://anaconda.org/conda-forge/findspark,2022-01-19 10:22:15.304,2025-04-22 14:56:24.321,2025-04-22 14:56:24.321000,1198749.0,6.0,,,,,,2.0,,,,,,,,,,,,,,
180,snowballstemmer,snowballstem/snowball,nlp,,{},47.0,Snowball stemming library collection for Python.,14,False,snowballstemmer,conda-forge/snowballstemmer,,,,12.0,12.0,https://pypi.org/project/snowballstemmer,35149078.0,35342421.0,https://anaconda.org/conda-forge/snowballstemmer,2021-01-21 23:16:53.088,2026-06-03 06:30:30.707,2026-06-03 06:30:30.707000,12954047.0,9.0,,,,,,2.0,,,,,,,,,,,,,,
181,D-Tale,man-group/dtale,data-viz,,{},33.0,D-Tale is the combination of a Flask back-end and a React front-end to bring you an easy way to view & analyze Pandas..,14,False,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1538.0,1538.0,https://pypi.org/project/dtale,55127.0,63014.0,https://anaconda.org/conda-forge/dtale,2020-05-31 14:48:59.449,2026-04-01 13:43:46.846,2026-04-01 13:43:46.846000,591593.0,160.0,,,,,,2.0,,LGPL-2.1,,,,,,,,,,,,
182,Coqui TTS,coqui-ai/TTS,audio,,{},166.0,Deep learning for Text to Speech by Coqui.,14,False,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",3796.0,3796.0,https://pypi.org/project/tts,98933.0,99592.0,https://anaconda.org/conda-forge/tts,2021-10-18 17:44:58.974,2025-04-22 14:58:02.848,2025-04-22 14:58:02.848000,38274.0,4.0,,,,,,1.0,,,,,,,,,,,,,,
183,speechbrain,speechbrain/speechbrain,audio,,{},277.0,,14,False,speechbrain,,,,['pytorch'],4370.0,4370.0,https://pypi.org/project/speechbrain,1837917.0,1837917.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
184,sahi,obss/sahi,image,,{},78.0,A vision library for performing sliced inference on large images/small objects.,14,False,sahi,conda-forge/sahi,,,,1982.0,1982.0,https://pypi.org/project/sahi,263493.0,266233.0,https://anaconda.org/conda-forge/sahi,2021-10-08 17:03:02.074,2026-08-04 14:59:37.663,2026-08-04 14:59:37.663000,158936.0,74.0,,,,,,2.0,,,,,,,,,,,,,,
185,scikit-survival,sebp/scikit-survival,sklearn-utils,,{},26.0,Survival analysis built on top of scikit-learn.,14,False,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],1024.0,1024.0,https://pypi.org/project/scikit-survival,255586.0,262374.0,https://anaconda.org/conda-forge/scikit-survival,2021-11-09 12:11:50.632,2026-07-05 12:16:19.854,2026-07-05 12:16:19.854000,386924.0,19.0,,,,,,2.0,,,,,,,,,,,,,,
186,emcee,dfm/emcee,probabilistics,,{},78.0,The Python ensemble sampling toolkit for MCMC.,14,False,emcee,conda-forge/emcee,,,,3432.0,3432.0,https://pypi.org/project/emcee,1063979.0,1077362.0,https://anaconda.org/conda-forge/emcee,2021-06-27 13:53:55.745,2025-04-22 14:56:23.732,2025-04-22 14:56:23.732000,829768.0,12.0,,,,,,2.0,,,,,,,,,,,,,,
187,Chainer,chainer/chainer,ml-frameworks,,{},331.0,A flexible framework of neural networks.,13,False,chainer,conda-forge/chainer,,,,3448.0,3448.0,https://pypi.org/project/chainer,41845.0,42226.0,https://anaconda.org/conda-forge/chainer,2020-02-10 21:07:35.204,2025-04-22 14:57:21.231,2025-04-22 14:57:21.231000,29770.0,6.0,,,,,,2.0,,,,,,,,,,,,,,
188,skorch,skorch-dev/skorch,ml-frameworks,,{},73.0,A scikit-learn compatible neural network library that wraps pytorch.,13,False,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1809.0,1809.0,https://pypi.org/project/skorch,134897.0,146803.0,https://anaconda.org/conda-forge/skorch,2020-09-19 04:12:05.913,2026-05-20 05:57:04.606,2026-05-20 05:57:04.606000,845358.0,18.0,,,,,,2.0,,,,,,,,,,,,,,
189,textacy,chartbeat-labs/textacy,nlp,,{},35.0,"NLP, before and after spaCy.",13,False,textacy,conda-forge/textacy,,,,2089.0,2089.0,https://pypi.org/project/textacy,106933.0,109693.0,https://anaconda.org/conda-forge/textacy,2017-05-12 21:55:59.675,2025-04-22 14:56:36.813,2025-04-22 14:56:36.813000,306382.0,12.0,,,,,,2.0,,,,,,,,,,,,,,
190,imgaug,aleju/imgaug,image,,{},36.0,Image augmentation for machine learning experiments.,13,False,imgaug,conda-forge/imgaug,,,,26551.0,26551.0,https://pypi.org/project/imgaug,,3098.0,https://anaconda.org/conda-forge/imgaug,2019-06-05 06:04:19.977,2025-04-22 14:57:06.395,2025-04-22 14:57:06.395000,266498.0,3.0,,,,,,2.0,,,,,,,,,,,,,,
191,Face Recognition,ageitgey/face_recognition,image,,{},55.0,Recognize faces from Python or from the command line.,13,False,face_recognition,conda-forge/face_recognition,,,['pytorch'],5671.0,5671.0,https://pypi.org/project/face_recognition,199705.0,200344.0,https://anaconda.org/conda-forge/face_recognition,2020-09-14 16:50:56.246,2025-04-22 14:57:35.730,2025-04-22 14:57:35.730000,45380.0,1.0,,,,,,2.0,,,,,,,,,,,,,,
192,InsightFace,deepinsight/insightface,image,,{},67.0,,13,False,insightface,,,,['mxnet'],5301.0,5301.0,https://pypi.org/project/insightface,1076290.0,1076290.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
193,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,{},14.0,Visualizing large time series with plotly.,13,False,plotly-resampler,conda-forge/plotly-resampler,,,,2100.0,2100.0,https://pypi.org/project/plotly-resampler,521625.0,524966.0,https://anaconda.org/conda-forge/plotly-resampler,2022-01-13 19:12:38.352,2025-10-09 21:44:53.402,2025-10-09 21:44:53.402000,183758.0,23.0,,,,,,2.0,,,,,,,,,,,,,,
194,Perspective,finos/perspective,data-viz,,{},103.0,Streaming pivot visualization via WebAssembly.,13,False,perspective-python,conda-forge/perspective,,,['jupyter'],214.0,214.0,https://pypi.org/project/perspective-python,38596.0,80172.0,https://anaconda.org/conda-forge/perspective,2020-06-07 15:10:08.248,2026-08-05 14:07:57.362,2026-08-05 14:07:57.362000,3007968.0,89.0,,,,,,2.0,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,928.0,,,,,,,,,
195,dgl,dmlc/dgl,graph,,{},298.0,,13,False,dgl,,,,,4264.0,4264.0,https://pypi.org/project/dgl,130583.0,130583.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
196,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,{},57.0,,13,False,bayesian-optimization,,,,,4236.0,4236.0,https://pypi.org/project/bayesian-optimization,678551.0,678551.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
197,nevergrad,facebookresearch/nevergrad,hyperopt,,{},59.0,A Python toolbox for performing gradient-free optimization.,13,False,nevergrad,conda-forge/nevergrad,,,,1253.0,1253.0,https://pypi.org/project/nevergrad,408118.0,409136.0,https://anaconda.org/conda-forge/nevergrad,2020-05-26 12:59:59.482,2025-04-22 14:57:24.222,2025-04-22 14:57:24.222000,76383.0,15.0,,,,,,2.0,,,,,,,,,,,,,,
198,featuretools,alteryx/featuretools,hyperopt,,{},75.0,a framework for automated feature engineering.,13,False,featuretools,conda-forge/featuretools,,,,2168.0,2168.0,https://pypi.org/project/featuretools,168738.0,173006.0,https://anaconda.org/conda-forge/featuretools,2020-06-04 23:17:05.307,2025-04-22 14:56:57.460,2025-04-22 14:56:57.460000,315885.0,77.0,,,,,,2.0,,,,,,,,,,,,,,
199,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,{},59.0,Neptune Client.,13,False,neptune-client,conda-forge/neptune-client,,,,981.0,981.0,https://pypi.org/project/neptune-client,61024.0,67134.0,https://anaconda.org/conda-forge/neptune-client,2020-05-20 10:42:43.652,2025-04-22 14:57:20.407,2025-04-22 14:57:20.407000,458263.0,132.0,,,,,,2.0,,,,,,,,,,,,,,
200,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,{},44.0,Biosignals classification with Riemannian Geometry.,13,False,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],514.0,514.0,https://pypi.org/project/pyriemann,64579.0,65066.0,https://anaconda.org/conda-forge/pyriemann,2022-06-08 12:07:57.776,2026-07-21 00:00:13.884,2026-07-21 00:00:13.884000,24390.0,11.0,,,,,,2.0,,,,,,,,,,,,,,
201,dask-ml,dask/dask-ml,distributed-ml,,{},82.0,Distributed and parallel machine learning using dask.,13,False,dask-ml,conda-forge/dask-ml,,,,1354.0,1354.0,https://pypi.org/project/dask-ml,95936.0,113965.0,https://anaconda.org/conda-forge/dask-ml,2020-05-26 20:29:09.888,2025-04-22 14:56:42.913,2025-04-22 14:56:42.913000,1352182.0,31.0,,,,,,2.0,,,,,,,,,,,,,,
202,implicit,benfred/implicit,recommender-systems,,{},37.0,Fast Python Collaborative Filtering for Implicit Datasets.,13,False,implicit,conda-forge/implicit,,,,2020.0,2020.0,https://pypi.org/project/implicit,327413.0,356233.0,https://anaconda.org/conda-forge/implicit,2020-09-15 03:41:22.783,2026-05-14 22:07:46.291,2026-05-14 22:07:46.291000,2046223.0,18.0,,,,,,1.0,,,,,,,,,,,,,,
203,Cornac,PreferredAI/cornac,recommender-systems,,{},31.0,A Comparative Framework for Multimodal Recommender Systems.,13,False,cornac,conda-forge/cornac,,,,306.0,306.0,https://pypi.org/project/cornac,48524.0,63630.0,https://anaconda.org/conda-forge/cornac,2020-06-06 08:50:52.981,2026-07-15 17:00:30.148,2026-07-15 17:00:30.148000,1117872.0,58.0,,,,,,1.0,,,,,,,,,,,,,,
204,SpeechRecognition,Uberi/speech_recognition,audio,,{},62.0,"Library for performing speech recognition, with support for several engines and APIs, online and offline.",13,False,SpeechRecognition,conda-forge/speechrecognition,,,,24.0,24.0,https://pypi.org/project/SpeechRecognition,9927612.0,9936261.0,https://anaconda.org/conda-forge/speechrecognition,2020-08-20 04:16:29.624,2026-06-17 03:46:16.860,2026-06-17 03:46:16.860000,622732.0,27.0,,,,,,2.0,,,,,,,,,,,,,,
205,Opacus,pytorch/opacus,privacy-ml,,{},91.0,Train PyTorch models with Differential Privacy.,13,False,opacus,conda-forge/opacus,,,['pytorch'],1295.0,1295.0,https://pypi.org/project/opacus,168373.0,169043.0,https://anaconda.org/conda-forge/opacus,2022-01-11 20:35:33.574,2026-05-05 21:02:34.391,2026-05-05 21:02:34.391000,36869.0,12.0,,,,,,1.0,,,,,,,,,,,,,,
206,Apex,NVIDIA/apex,gpu-utilities,,{},140.0,a Pytorch extension with NVIDIA-maintained utilities to streamline mixed precision and distributed training.,13,False,,conda-forge/nvidia-apex,,,['pytorch'],3369.0,3369.0,,,10877.0,https://anaconda.org/conda-forge/nvidia-apex,2020-10-08 01:21:09.615,2026-06-17 09:19:03.496,2026-06-17 09:19:03.496000,761400.0,5.0,,,,,,2.0,,,,,,,,,,,,,,
